date,Arizona,Utah
2019-07-17,54.0,71.0
2019-07-18,64.0,54.0
2019-07-19,54.0,50.0
2019-07-20,51.0,80.0
2019-07-21,50.0,54.0
2019-07-22,80.0,64.0
2019-07-23,126.0,54.0
2019-07-24,140.0,51.0
2019-07-25,147.0,51.0
2019-07-26,105.0,51.0
2019-07-27,80.0,61.0
2019-07-28,74.0,61.0
2019-07-29,74.0,49.0
2019-07-30,90.0,45.0
2019-07-31,77.0,44.5
2019-08-01,100.0,51.0
2019-08-02,101.0,84.0
2019-08-03,87.0,51.0
2019-08-04,112.0,74.0
2019-08-05,119.0,74.0
2019-08-06,100.0,64.0
2019-08-07,64.0,42.0
2019-08-08,105.0,49.0
2019-08-09,44.0,50.0
2019-08-10,48.0,45.0
2019-08-11,50.0,50.0
2019-08-12,87.0,71.0
2019-08-13,74.0,58.0
2019-08-14,80.0,50.0
2019-08-15,87.0,77.0
2019-08-16,108.0,61.0
2019-08-17,48.0,49.0
2019-08-18,45.0,61.0
2019-08-19,74.0,44.0
2019-08-20,77.0,61.0
2019-08-21,90.0,58.0
2019-08-22,47.0,50.0
2019-08-23,74.0,58.0
2019-08-24,50.0,47.0
2019-08-25,42.0,48.0
2019-08-26,51.0,80.0
2019-08-27,48.0,87.0
2019-08-28,69.0,77.0
2019-08-29,97.0,44.0
2019-08-30,64.0,48.0
2019-08-31,74.0,61.0
2019-09-01,74.0,54.0
2019-09-02,105.0,50.0
2019-09-03,108.0,54.0
2019-09-04,77.0,54.0
2019-09-05,64.0,50.0
2019-09-06,80.0,67.0
2019-09-07,77.0,67.0
2019-09-08,43.0,54.0
2019-09-09,44.0,71.0
2019-09-10,36.0,49.0
2019-09-11,42.0,45.0
2019-09-12,74.0,45.0
2019-09-13,100.0,45.0
2019-09-14,48.0,46.0
2019-09-15,44.0,47.0
2019-09-16,47.0,43.0
2019-09-17,46.0,49.0
2019-09-18,44.0,47.0
2019-09-19,39.0,45.0
2019-09-20,45.0,38.0
2019-09-21,61.0,40.0
2019-09-22,58.0,39.0
2019-09-23,31.0,44.0
2019-09-24,34.0,45.0
2019-09-25,35.0,41.0
2019-09-26,28.0,39.0
2019-09-27,48.0,38.0
2019-09-28,44.0,41.0
2019-09-29,37.0,42.0
2019-09-30,47.0,44.0
2019-10-01,51.0,45.0
2019-10-02,58.0,39.0
2019-10-03,44.0,41.0
2019-10-04,48.0,43.0
2019-10-05,47.0,39.0
2019-10-06,48.0,42.0
2019-10-07,49.0,42.0
2019-10-08,61.0,37.0
2019-10-09,44.0,38.0
2019-10-10,51.0,31.0
2019-10-11,68.0,35.0
2019-10-12,47.0,42.0
2019-10-13,49.0,41.0
2019-10-14,40.0,45.0
2019-10-15,42.0,44.0
2019-10-16,50.0,43.0
2019-10-17,46.0,58.0
2019-10-18,54.0,39.0
2019-10-19,56.0,37.0
2019-10-20,49.0,36.0
2019-10-21,44.0,35.0
2019-10-22,47.0,38.0
2019-10-23,45.0,35.0
2019-10-24,47.0,36.0
2019-10-25,44.0,39.0
2019-10-26,54.0,38.0
2019-10-27,56.0,30.0
2019-10-28,47.0,35.0
2019-10-29,41.0,31.0
2019-10-30,42.0,31.0
2019-10-31,44.0,33.0
2019-11-01,55.0,49.5
2019-11-02,56.0,57.0
2019-11-03,54.0,43.5
2019-11-04,52.0,55.5
2019-11-05,49.0,48.0
2019-11-06,44.0,37.0
2019-11-07,44.0,42.0
2019-11-08,42.0,41.0
2019-11-09,39.0,40.0
2019-11-10,44.0,48.5
2019-11-11,43.0,47.5
2019-11-12,57.0,42.0
2019-11-13,46.0,47.5
2019-11-14,55.0,49.0
2019-11-15,51.0,35.0
2019-11-16,45.0,37.0
2019-11-17,46.0,40.0
2019-11-18,53.0,44.0
2019-11-19,54.0,44.0
2019-11-20,32.0,38.0
2019-11-21,38.0,27.0
2019-11-22,40.0,40.0
2019-11-23,43.0,43.66666666666666
2019-11-24,46.0,47.5
2019-11-25,49.0,34.0
2019-11-26,37.0,36.0
2019-11-27,35.0,36.0
2019-11-28,39.0,42.0
2019-11-29,40.0,38.0
2019-11-30,44.0,35.5
2019-12-01,39.0,35.0
2019-12-02,39.0,49.5
2019-12-03,45.0,82.0
2019-12-04,41.0,107.0
2019-12-05,33.0,70.0
2019-12-06,33.0,66.0
2019-12-07,38.0,31.0
2019-12-08,52.0,34.0
2019-12-09,60.0,31.0
2019-12-10,40.0,37.0
2019-12-11,33.0,37.0
2019-12-12,49.0,30.0
2019-12-13,63.0,34.0
2019-12-14,62.0,33.0
2019-12-15,53.0,36.0
2019-12-16,35.0,32.0
2019-12-17,40.0,40.5
2019-12-18,38.0,47.0
2019-12-19,38.0,58.0
2019-12-20,47.0,52.0
2019-12-21,34.0,37.0
2019-12-22,32.0,37.0
2019-12-23,38.0,34.0
2019-12-24,28.0,32.0
2019-12-25,36.0,29.0
2019-12-26,40.0,33.0
2019-12-27,36.5,31.0
2019-12-28,34.0,32.0
2019-12-29,32.0,33.0
2019-12-30,36.0,42.0
2019-12-31,40.0,55.5
2020-01-01,55.0,34.0
2020-01-02,61.0,34.0
2020-01-03,41.0,33.5
2020-01-04,41.0,32.0
2020-01-05,53.0,31.0
2020-01-06,38.0,34.0
2020-01-07,36.0,40.0
2020-01-08,42.0,35.0
2020-01-09,35.0,46.0
2020-01-10,31.0,37.0
2020-01-11,35.0,36.0
2020-01-12,38.0,33.0
2020-01-13,36.0,36.0
2020-01-14,32.0,39.0
2020-01-15,31.0,42.0
2020-01-16,34.0,41.0
2020-01-17,32.0,37.0
2020-01-18,45.0,35.0
2020-01-19,41.0,34.0
2020-01-20,35.0,56.0
2020-01-21,28.0,34.5
2020-01-22,46.0,39.5
2020-01-23,45.0,52.0
2020-01-24,35.0,45.5
2020-01-25,43.0,43.5
2020-01-26,51.0,35.5
2020-01-27,37.0,34.0
2020-01-28,40.0,33.0
2020-01-29,32.0,31.0
2020-01-30,36.0,31.5
2020-01-31,40.0,36.5
2020-02-01,36.0,37.0
2020-02-02,38.0,40.0
2020-02-03,52.0,37.0
2020-02-04,34.0,36.0
2020-02-05,35.0,36.0
2020-02-06,35.0,30.0
2020-02-07,42.0,32.0
2020-02-08,47.0,38.0
2020-02-09,38.0,38.0
2020-02-10,35.0,34.0
2020-02-11,37.0,38.0
2020-02-12,36.0,35.0
2020-02-13,42.0,39.0
2020-02-14,39.0,36.0
2020-02-15,44.0,32.0
2020-02-16,58.0,31.0
2020-02-17,58.0,43.0
2020-02-18,61.0,41.0
2020-02-19,50.0,40.0
2020-02-20,48.0,39.5
2020-02-21,47.0,49.0
2020-02-22,30.0,58.5
2020-02-23,43.0,47.5
2020-02-24,42.0,39.5
2020-02-25,45.0,39.0
2020-02-26,40.0,41.0
2020-02-27,36.0,38.0
2020-02-28,35.0,39.0
2020-02-29,45.0,39.0
2020-03-01,43.0,38.0
2020-03-02,39.0,42.0
2020-03-03,37.0,38.0
2020-03-04,40.0,38.0
2020-03-05,44.0,41.0
2020-03-06,45.0,43.0
2020-03-07,45.0,45.0
2020-03-08,40.0,42.0
2020-03-09,40.0,40.0
2020-03-10,31.0,42.0
2020-03-11,20.0,33.0
2020-03-12,29.0,44.0
2020-03-13,33.0,31.0
2020-03-14,40.0,35.0
2020-03-15,43.0,44.0
2020-03-16,45.0,44.0
2020-03-17,39.0,44.0
2020-03-18,39.0,44.0
2020-03-19,46.0,38.0
2020-03-20,46.0,43.0
2020-03-21,49.0,44.0
2020-03-22,48.0,44.0
2020-03-23,44.0,43.0
2020-03-24,50.0,43.0
2020-03-25,50.0,43.0
2020-03-26,45.0,44.0
2020-03-27,47.0,41.0
2020-03-28,49.0,43.0
2020-03-29,61.0,42.0
2020-03-30,64.0,42.0
2020-03-31,54.0,44.0
2020-04-01,67.0,43.0
2020-04-02,48.0,43.0
2020-04-03,51.0,44.0
2020-04-04,49.0,43.0
2020-04-05,47.0,47.0
2020-04-06,45.0,43.0
2020-04-07,45.0,45.0
2020-04-08,38.0,47.0
2020-04-09,54.0,35.0
2020-04-10,74.0,51.0
2020-04-11,44.0,46.0
2020-04-12,47.0,47.0
2020-04-13,46.0,48.0
2020-04-14,51.0,47.0
2020-04-15,77.0,42.0
2020-04-16,61.0,44.0
2020-04-17,61.0,47.0
2020-04-18,49.0,45.0
2020-04-19,64.0,44.0
2020-04-20,71.0,49.0
2020-04-21,64.0,64.0
2020-04-22,80.0,46.0
2020-04-23,77.0,43.0
2020-04-24,90.0,46.0
2020-04-25,54.0,45.0
2020-04-26,87.0,45.0
2020-04-27,74.0,43.0
2020-04-28,126.0,61.0
2020-04-29,133.0,45.0
2020-04-30,101.0,44.0
2020-05-01,77.0,45.0
2020-05-02,54.0,44.0
2020-05-03,80.0,49.0
2020-05-04,119.0,74.0
2020-05-05,143.0,71.0
2020-05-06,147.0,67.0
2020-05-07,129.0,64.0
2020-05-08,108.0,84.0
2020-05-09,77.0,80.0
2020-05-10,97.0,71.0
2020-05-11,74.0,54.0
2020-05-12,54.0,48.0
2020-05-13,54.0,49.0
2020-05-14,93.0,51.0
2020-05-15,97.0,46.0
2020-05-16,80.0,48.0
2020-05-17,54.0,47.0
2020-05-18,52.0,48.0
2020-05-19,46.0,50.0
2020-05-20,77.0,42.0
2020-05-21,100.0,45.0
2020-05-22,84.0,54.0
2020-05-23,58.0,46.0
2020-05-24,71.0,44.0
2020-05-25,74.0,47.0
2020-05-26,97.0,49.0
2020-05-27,87.0,54.0
2020-05-28,101.0,64.0
2020-05-29,122.0,50.0
2020-05-30,67.0,46.0
2020-05-31,71.0,46.0
2020-06-01,115.0,50.0
2020-06-02,71.0,74.0
2020-06-03,115.0,84.0
2020-06-04,108.0,51.0
2020-06-05,54.0,64.0
2020-06-06,45.0,48.0
2020-06-07,47.0,44.5
2020-06-08,61.0,33.5
2020-06-09,44.0,44.0
2020-06-10,84.0,41.0
2020-06-11,105.0,46.0
2020-06-12,61.0,45.0
2020-06-13,47.0,45.0
2020-06-14,50.0,49.0
2020-06-15,48.0,58.0
2020-06-16,56.0,46.0
2020-06-17,49.0,46.0
2020-06-18,49.0,45.0
2020-06-19,54.0,50.0
2020-06-20,51.0,49.0
2020-06-21,61.0,46.0
2020-06-22,77.0,44.0
2020-06-23,90.0,61.0
2020-06-24,108.0,67.0
2020-06-25,51.0,58.0
2020-06-26,58.0,71.0
2020-06-27,64.0,67.0
2020-06-28,43.0,97.0
2020-06-29,43.0,48.0
2020-06-30,38.0,42.5
2020-07-01,43.0,49.0
2020-07-02,53.0,54.0
2020-07-03,41.0,43.0
2020-07-04,55.0,81.0
2020-07-05,56.0,77.5
2020-07-06,54.0,45.0
2020-07-07,58.0,54.0
2020-07-08,48.0,74.0
2020-07-09,64.0,93.0
2020-07-10,49.0,100.0
2020-07-11,49.0,80.0
2020-07-12,74.0,51.0
2020-07-13,47.0,80.0
2020-07-14,46.0,87.0
2020-07-15,64.0,84.0
2020-07-16,43.0,54.0
2020-07-17,54.0,49.0
2020-07-18,42.0,48.0
2020-07-19,46.0,50.0
2020-07-20,56.0,67.0
2020-07-21,93.0,58.0
2020-07-22,90.0,41.0
2020-07-23,49.0,42.0
2020-07-24,71.0,47.0
2020-07-25,87.0,48.0
2020-07-26,100.0,50.0
2020-07-27,90.0,49.0
2020-07-28,105.0,49.0
2020-07-29,105.0,87.0
2020-07-30,97.0,71.0
2020-07-31,115.0,61.0
2020-08-01,48.0,61.0
2020-08-02,46.0,64.0
2020-08-03,47.0,90.0
2020-08-04,71.0,84.0
2020-08-05,51.0,71.0
2020-08-06,58.0,74.0
2020-08-07,74.0,84.0
2020-08-08,84.0,77.0
2020-08-09,64.0,61.0
2020-08-10,58.0,64.0
2020-08-11,76.0,54.0
2020-08-12,87.0,50.0
2020-08-13,84.0,64.0
2020-08-14,80.0,80.0
2020-08-15,80.0,64.0
2020-08-16,155.0,64.0
2020-08-17,100.0,93.0
2020-08-18,97.0,119.0
2020-08-19,169.0,93.0
2020-08-20,80.0,80.0
2020-08-21,67.0,150.0
2020-08-22,50.0,101.0
2020-08-23,115.0,74.0
2020-08-24,151.0,87.0
2020-08-25,159.0,86.5
2020-08-26,136.0,89.66666666666667
2020-08-27,129.0,71.0
2020-08-28,105.0,74.0
2020-08-29,51.0,50.0
2020-08-30,47.0,71.0
2020-08-31,61.0,50.5
2020-09-01,44.0,44.0
2020-09-02,46.0,45.0
2020-09-03,61.0,48.0
2020-09-04,90.0,51.0
2020-09-05,77.0,58.0
2020-09-06,77.0,84.33333333333333
2020-09-07,54.0,114.33333333333331
2020-09-08,58.0,28.0
2020-09-09,50.0,33.0
2020-09-10,51.0,49.0
2020-09-11,50.0,51.0
2020-09-12,58.0,48.0
2020-09-13,58.0,64.0
2020-09-14,67.0,45.0
2020-09-15,90.0,44.0
2020-09-16,93.0,54.0
2020-09-17,67.0,57.0
2020-09-18,80.0,90.25
2020-09-19,71.0,84.0
2020-09-20,84.0,70.0
2020-09-21,80.0,62.5
2020-09-22,80.0,49.0
2020-09-23,58.0,53.0
2020-09-24,80.0,61.0
2020-09-25,87.0,73.5
2020-09-26,49.0,52.5
2020-09-27,51.0,45.0
2020-09-28,67.0,45.0
2020-09-29,77.0,47.0
2020-09-30,77.0,50.0
2020-10-01,77.0,39.0
2020-10-02,77.0,42.0
2020-10-03,64.0,55.5
2020-10-04,67.0,76.0
2020-10-05,67.0,69.0
2020-10-06,64.0,78.33333333333333
2020-10-07,77.0,80.0
2020-10-08,65.0,54.5
2020-10-09,46.0,40.0
2020-10-10,45.0,49.0
2020-10-11,46.0,42.0
2020-10-12,58.0,39.0
2020-10-13,64.0,38.0
2020-10-14,71.0,36.0
2020-10-15,58.0,43.0
2020-10-16,65.0,42.0
2020-10-17,56.0,32.0
2020-10-18,44.0,39.0
2020-10-19,57.0,32.0
2020-10-20,64.0,46.0
2020-10-21,67.0,32.0
2020-10-22,53.0,42.0
2020-10-23,52.0,35.0
2020-10-24,48.0,43.0
2020-10-25,55.0,31.5
2020-10-26,71.0,31.0
2020-10-27,35.0,51.5
2020-10-28,39.0,56.5
2020-10-29,46.0,51.0
2020-10-30,63.0,31.0
2020-10-31,44.0,32.0
2020-11-01,46.0,35.5
2020-11-02,52.0,42.0
2020-11-03,56.0,41.0
2020-11-04,53.0,38.0
2020-11-05,53.0,42.0
2020-11-06,56.0,33.0
2020-11-07,69.0,36.0
2020-11-08,39.0,35.5
2020-11-09,38.0,27.0
2020-11-10,39.0,29.0
2020-11-11,45.0,33.0
2020-11-12,53.0,33.0
2020-11-13,56.0,40.0
2020-11-14,65.0,34.5
2020-11-15,59.0,25.0
2020-11-16,53.0,33.0
2020-11-17,60.0,30.0
2020-11-18,59.0,28.0
2020-11-19,55.0,33.0
2020-11-20,46.0,31.0
2020-11-21,49.0,47.0
2020-11-22,52.0,52.0
2020-11-23,40.0,59.5
2020-11-24,44.0,42.0
2020-11-25,51.0,31.0
2020-11-26,41.0,31.0
2020-11-27,50.0,26.0
2020-11-28,46.0,29.0
2020-11-29,46.0,50.333333333333336
2020-11-30,66.0,36.5
2020-12-01,52.0,32.0
2020-12-02,45.0,31.0
2020-12-03,36.0,35.0
2020-12-04,49.0,49.5
2020-12-05,63.0,64.0
2020-12-06,67.0,63.5
2020-12-07,48.0,76.5
2020-12-08,53.0,68.0
2020-12-09,64.0,79.5
2020-12-10,38.0,89.5
2020-12-11,56.0,74.0
2020-12-12,45.0,42.0
2020-12-13,38.0,29.0
2020-12-14,31.0,30.0
2020-12-15,32.0,30.0
2020-12-16,31.0,33.0
2020-12-17,42.0,33.0
2020-12-18,44.0,31.0
2020-12-19,67.0,34.0
2020-12-20,56.0,51.0
2020-12-21,60.0,57.5
2020-12-22,64.0,34.0
2020-12-23,41.0,29.0
2020-12-24,40.0,34.5
2020-12-25,69.0,46.5
2020-12-26,50.0,40.5
2020-12-27,49.0,34.0
2020-12-28,47.0,39.0
2020-12-29,37.0,48.333333333333336
2020-12-30,39.0,59.5
2020-12-31,62.0,66.0
2021-01-01,160.0,65.0
2021-01-02,81.0,42.0
2021-01-03,61.0,53.5
2021-01-04,54.0,55.333333333333336
2021-01-05,60.0,34.0
2021-01-06,55.0,37.0
2021-01-07,52.0,38.5
2021-01-08,69.0,56.5
2021-01-09,69.0,63.0
2021-01-10,41.0,48.0
2021-01-11,40.0,62.0
2021-01-12,37.0,65.0
2021-01-13,54.0,58.0
2021-01-14,63.0,37.0
2021-01-15,59.0,41.0
2021-01-16,48.0,52.66666666666666
2021-01-17,39.0,53.5
2021-01-18,50.0,32.0
2021-01-19,69.0,36.0
2021-01-20,44.0,40.0
2021-01-21,31.0,41.0
2021-01-22,31.0,40.0
2021-01-23,34.0,36.5
2021-01-24,34.0,38.5
2021-01-25,34.0,39.0
2021-01-26,37.0,38.0
2021-01-27,39.0,35.0
2021-01-28,37.0,39.0
2021-01-29,35.0,37.0
2021-01-30,38.0,35.0
2021-01-31,42.0,35.0
2021-02-01,38.0,38.0
2021-02-02,37.0,35.0
2021-02-03,35.0,39.0
2021-02-04,41.0,35.0
2021-02-05,41.0,47.0
2021-02-06,47.0,57.0
2021-02-07,55.0,40.0
2021-02-08,44.0,37.0
2021-02-09,41.0,36.0
2021-02-10,38.0,34.0
2021-02-11,45.0,34.0
2021-02-12,44.0,31.5
2021-02-13,41.0,31.0
2021-02-14,37.0,33.0
2021-02-15,34.0,36.0
2021-02-16,43.0,35.0
2021-02-17,41.0,38.0
2021-02-18,40.0,38.0
2021-02-19,43.0,37.0
2021-02-20,47.0,39.0
2021-02-21,43.0,39.0
2021-02-22,40.0,38.0
2021-02-23,40.0,40.0
2021-02-24,42.0,40.0
2021-02-25,44.0,41.0
2021-02-26,43.0,40.0
2021-02-27,47.0,39.0
2021-02-28,45.0,39.0
2021-03-01,44.0,37.0
2021-03-02,52.0,37.0
2021-03-03,127.0,42.0
2021-03-04,47.0,41.0
2021-03-05,44.0,42.0
2021-03-06,51.0,43.0
2021-03-07,51.0,45.0
2021-03-08,50.0,45.0
2021-03-09,50.0,41.0
2021-03-10,46.0,44.0
2021-03-11,44.0,41.0
2021-03-12,44.0,43.0
2021-03-13,44.0,33.0
2021-03-14,49.0,42.0
2021-03-15,45.0,44.0
2021-03-16,46.0,43.0
2021-03-17,54.0,43.0
2021-03-18,64.0,45.0
2021-03-19,80.0,43.0
2021-03-20,49.0,37.0
2021-03-21,54.0,43.0
2021-03-22,49.0,44.0
2021-03-23,44.0,39.0
2021-03-24,42.0,42.0
2021-03-25,44.0,39.0
2021-03-26,44.0,38.0
2021-03-27,46.0,45.0
2021-03-28,49.0,43.0
2021-03-29,61.0,48.0
2021-03-30,61.0,44.0
2021-03-31,80.0,49.0
2021-04-01,58.0,49.0
2021-04-02,61.0,49.0
2021-04-03,80.0,47.0
2021-04-04,93.0,49.0
2021-04-05,67.0,73.0
2021-04-06,51.0,42.0
2021-04-07,67.0,49.0
2021-04-08,58.0,48.0
2021-04-09,67.0,54.0
2021-04-10,71.0,47.0
2021-04-11,77.0,71.0
2021-04-12,48.0,71.0
2021-04-13,51.0,44.0
2021-04-14,48.0,44.0
2021-04-15,77.0,36.0
2021-04-16,84.0,38.0
2021-04-17,80.0,46.0
2021-04-18,54.0,48.0
2021-04-19,80.0,44.0
2021-04-20,93.0,48.0
2021-04-21,81.0,44.0
2021-04-22,64.0,58.0
2021-04-23,64.0,54.0
2021-04-24,64.0,48.0
2021-04-25,50.0,42.0
2021-04-26,48.0,39.0
2021-04-27,51.0,41.0
2021-04-28,49.0,47.0
2021-04-29,61.0,71.0
2021-04-30,67.0,51.0
2021-05-01,84.0,44.0
2021-05-02,90.0,46.0
2021-05-03,61.0,44.0
2021-05-04,80.0,49.0
2021-05-05,105.0,67.0
2021-05-06,115.0,58.0
2021-05-07,84.0,69.0
2021-05-08,67.0,49.0
2021-05-09,64.0,46.0
2021-05-10,64.0,47.0
2021-05-11,90.0,51.0
2021-05-12,101.0,50.0
2021-05-13,97.0,71.0
2021-05-14,74.0,50.0
2021-05-15,49.0,84.0
2021-05-16,51.0,51.0
2021-05-17,61.0,49.0
2021-05-18,87.0,61.0
2021-05-19,87.0,54.0
2021-05-20,49.0,52.0
2021-05-21,64.0,53.0
2021-05-22,77.0,61.0
2021-05-23,93.0,44.5
2021-05-24,119.0,47.0
2021-05-25,93.0,46.0
2021-05-26,93.0,49.0
2021-05-27,90.0,50.0
2021-05-28,97.0,67.0
2021-05-29,64.0,74.0
2021-05-30,80.0,64.0
2021-05-31,64.0,64.0
2021-06-01,84.0,77.0
2021-06-02,71.0,97.0
2021-06-03,51.0,77.0
2021-06-04,84.0,93.0
2021-06-05,54.0,60.0
2021-06-06,45.0,64.0
2021-06-07,61.0,51.0
2021-06-08,51.0,54.0
2021-06-09,74.0,46.0
2021-06-10,97.0,58.0
2021-06-11,126.0,84.0
2021-06-12,136.0,67.0
2021-06-13,93.0,77.0
2021-06-14,77.0,43.0
2021-06-15,159.0,53.0
2021-06-16,119.0,115.0
2021-06-17,84.0,140.0
2021-06-18,100.0,100.0
2021-06-19,97.0,67.0
2021-06-20,84.0,54.0
2021-06-21,80.0,90.0
2021-06-22,62.0,67.0
2021-06-23,45.0,54.0
2021-06-24,105.0,49.0
2021-06-25,87.0,58.0
2021-06-26,108.0,71.0
2021-06-27,74.0,54.0
2021-06-28,97.0,50.0
2021-06-29,126.0,48.0
2021-06-30,84.0,47.0
2021-07-01,151.0,58.0
2021-07-02,105.0,51.0
2021-07-03,87.0,74.0
2021-07-04,108.0,61.0
2021-07-05,64.0,64.0
2021-07-06,93.0,87.0
2021-07-07,97.0,80.0
2021-07-08,122.0,77.0
2021-07-09,127.0,122.0
2021-07-10,80.0,122.0
2021-07-11,93.0,119.0
2021-07-12,84.0,115.0
2021-07-13,101.0,51.0
2021-07-14,101.0,74.0
2021-07-15,67.0,77.0
2021-07-16,64.0,87.0
2021-07-17,133.0,84.0
2021-07-18,58.0,90.0
2021-07-19,126.0,61.0
2021-07-20,101.0,71.0
2021-07-21,100.0,64.0
2021-07-22,140.0,61.0
2021-07-23,47.0,87.0
2021-07-24,39.5,136.0
2021-07-25,34.0,119.0
2021-07-26,46.0,97.0
2021-07-27,108.0,61.0
2021-07-28,154.0,64.0
2021-07-29,93.0,112.0
2021-07-30,90.0,80.0
2021-07-31,133.0,77.0
2021-08-01,108.0,74.0
2021-08-02,122.0,44.0
2021-08-03,143.0,93.0
2021-08-04,122.0,87.0
2021-08-05,122.0,77.0
2021-08-06,108.0,140.5
2021-08-07,80.0,136.0
2021-08-08,61.0,126.0
2021-08-09,47.0,84.0
2021-08-10,47.0,101.0
2021-08-11,45.0,80.0
2021-08-12,46.0,61.0
2021-08-13,80.0,93.0
2021-08-14,49.0,87.0
2021-08-15,61.0,93.0
2021-08-16,87.0,117.0
2021-08-17,90.0,80.0
2021-08-18,40.0,122.5
2021-08-19,39.0,97.5
2021-08-20,42.0,61.0
2021-08-21,45.0,46.0
2021-08-22,50.0,51.0
2021-08-23,67.0,58.0
2021-08-24,112.0,71.0
2021-08-25,97.0,46.0
2021-08-26,119.0,64.0
2021-08-27,119.0,93.0
2021-08-28,140.0,100.0
2021-08-29,80.0,93.0
2021-08-30,97.0,71.0
2021-08-31,77.0,53.0
2021-09-01,67.0,44.0
2021-09-02,54.0,58.0
2021-09-03,133.0,74.0
2021-09-04,133.0,80.0
2021-09-05,119.0,77.0
2021-09-06,97.0,77.0
2021-09-07,100.0,90.0
2021-09-08,90.0,105.0
2021-09-09,67.0,71.0
2021-09-10,58.0,49.0
2021-09-11,87.0,46.0
2021-09-12,77.0,45.0
2021-09-13,84.0,54.0
2021-09-14,100.0,90.0
2021-09-15,84.0,61.0
2021-09-16,87.0,58.0
2021-09-17,87.0,51.0
2021-09-18,54.0,41.0
2021-09-19,44.0,42.0
2021-09-20,45.0,42.0
2021-09-21,67.0,44.0
2021-09-22,71.0,46.0
2021-09-23,58.0,50.0
2021-09-24,49.0,51.0
2021-09-25,58.0,47.0
2021-09-26,40.0,48.0
2021-09-27,50.0,47.0
2021-09-28,32.0,54.0
2021-09-29,38.0,38.0
2021-09-30,87.0,42.0
2021-10-01,64.0,46.0
2021-10-02,61.0,54.0
2021-10-03,61.0,48.0
2021-10-04,54.0,42.0
2021-10-05,32.0,34.0
2021-10-06,43.0,36.0
2021-10-07,39.0,34.0
2021-10-08,46.0,31.0
2021-10-09,45.0,34.0
2021-10-10,61.0,36.0
2021-10-11,103.0,35.0
2021-10-12,133.0,23.0
2021-10-13,52.0,33.0
2021-10-14,46.0,34.0
2021-10-15,43.0,36.0
2021-10-16,45.0,38.0
2021-10-17,49.0,40.0
2021-10-18,44.0,43.0
2021-10-19,56.0,35.5
2021-10-20,44.0,36.0
2021-10-21,47.0,35.0
2021-10-22,44.0,38.0
2021-10-23,43.0,33.0
2021-10-24,37.0,31.0
2021-10-25,40.0,38.0
2021-10-26,42.0,33.5
2021-10-27,41.0,31.0
2021-10-28,44.0,28.0
2021-10-29,48.0,28.5
2021-10-30,47.0,24.0
2021-10-31,43.0,34.0
2021-11-01,41.0,31.0
2021-11-02,43.0,30.0
2021-11-03,42.0,27.0
2021-11-04,47.0,31.0
2021-11-05,55.0,30.0
2021-11-06,63.0,41.0
2021-11-07,68.0,34.0
2021-11-08,53.0,35.0
2021-11-09,52.0,33.0
2021-11-10,48.0,37.0
2021-11-11,43.0,37.0
2021-11-12,53.0,25.0
2021-11-13,43.0,25.0
2021-11-14,58.0,23.0
2021-11-15,70.0,28.0
2021-11-16,78.0,33.0
2021-11-17,58.0,35.0
2021-11-18,54.0,36.0
2021-11-19,67.0,51.0
2021-11-20,56.0,36.0
2021-11-21,43.0,27.0
2021-11-22,53.0,30.0
2021-11-23,51.0,34.0
2021-11-24,52.0,31.0
2021-11-25,41.0,30.0
2021-11-26,37.0,28.0
2021-11-27,64.0,42.5
2021-11-28,74.0,38.0
2021-11-29,70.0,35.0
2021-11-30,72.0,56.333333333333336
2021-12-01,53.0,52.0
2021-12-02,44.0,46.5
2021-12-03,51.0,52.5
2021-12-04,64.0,49.5
2021-12-05,59.0,30.0
2021-12-06,55.0,45.0
2021-12-07,51.0,40.0
2021-12-08,52.0,30.0
2021-12-09,41.0,33.0
2021-12-10,35.0,31.5
2021-12-11,61.0,31.0
2021-12-12,70.0,32.0
2021-12-13,74.0,31.0
2021-12-14,59.0,42.0
2021-12-15,41.0,37.0
2021-12-16,41.0,40.0
2021-12-17,64.0,36.0
2021-12-18,39.0,34.0
2021-12-19,40.0,55.0
2021-12-20,34.0,53.0
2021-12-21,43.0,54.5
2021-12-22,57.0,65.5
2021-12-23,73.0,36.0
2021-12-24,60.0,37.5
2021-12-25,63.0,39.0
2021-12-26,56.0,39.0
2021-12-27,39.0,38.0
2021-12-28,32.0,37.0
2021-12-29,37.0,46.5
2021-12-30,31.0,38.0
2021-12-31,19.0,11.0
