T_degC,Salnty,O2ml_L
9.0,33.914,3.77
5.1,34.34,0.37
17.48,33.66,5.39
7.86,34.14,1.75
15.4,33.53,6.87
10.05,,1.89
7.77,34.4,
18.56,33.244,5.46
14.49,33.48,5.64
10.0,33.543,5.04
13.8,34.22,2.55
6.51,34.192,0.82
5.49,34.365,0.49
6.63,34.154,1.0
7.58,34.02,2.36
8.9,33.983000000000004,2.9
13.09,33.466,5.5
4.84,34.22,0.5
8.15,32.624,4.26
8.26,33.991,2.55
9.23,33.357,4.3
9.19,33.642,3.62
7.11,34.207,0.51
14.2,33.12,6.13
5.15,,0.34
17.45,33.23,5.61
12.72,33.556999999999995,5.87
6.35,,0.17
14.45,33.645,6.15
8.42,33.997,3.04
8.5,33.934,3.06
15.76,33.965,5.3
6.03,34.228,0.87
8.91,33.973,
9.32,34.01,
7.61,34.4,0.46
11.21,33.319,5.22
12.58,33.571,5.6
8.03,33.983000000000004,2.74
13.78,33.522,5.91
8.98,34.006,2.49
7.61,34.251999999999995,1.08
5.96,34.324,0.36
9.88,34.35,
8.08,34.05,2.02
10.25,34.19,5.15
9.66,33.681,3.59
15.42,33.57,5.21
15.24,33.474000000000004,5.94
19.78,33.7,
11.83,33.579,4.84
18.14,33.434,5.81
8.0,34.2,
8.56,33.988,2.6
6.76,34.171,0.86
8.07,34.38,0.55
6.94,34.348,0.36
7.23,,0.88
13.71,33.496,5.72
17.35,33.577,5.91
11.52,33.1,5.74
8.75,33.98,2.17
7.1,34.125,1.81
15.57,34.14,3.02
19.448,33.5817,5.6610000000000005
11.0,33.74,3.57
13.57,33.387,6.17
9.27,33.848,2.65
7.22,34.221,0.9
15.4,33.438,5.89
14.47,33.543,5.66
6.0,34.51,
11.3,33.172,5.52
6.71,34.17,0.96
14.39,33.533,5.68
9.42,34.49,0.57
12.094,33.3656,4.677
11.0,33.435,4.85
7.91,34.024,2.97
6.22,34.33,
3.8,34.529,0.63
10.91,34.084,
13.18,32.864000000000004,6.08
7.26,34.03,2.49
13.52,,2.69
6.14,34.3,
13.72,32.969,6.38
15.99,33.07,
11.08,33.238,5.15
12.83,33.515,5.02
7.57,34.075,2.16
16.33,33.64,5.45
13.03,,5.53
16.58,33.762,5.67
15.72,33.188,5.85
7.48,34.12,
16.36,33.69,5.11
8.27,34.202,1.4
15.07,33.192,5.84
9.17,33.876,2.95
6.36,34.2,0.9
11.84,33.695,3.88
7.85,34.06,
9.28,33.8,2.97
7.7,34.23,
7.7,33.93,2.18
13.67,33.224000000000004,6.07
17.04,33.527,5.9
2.75,,1.2
8.453,33.948,2.562
5.69,34.246,0.36
7.07,34.025,2.0
16.73,33.327,5.77
10.84,33.716,
7.9,34.109,1.71
7.39,34.03,
18.09,33.508,5.59
5.58,34.382,0.45
19.57,33.67,5.35
6.69,34.012,2.47
8.0,34.0,2.18
14.2,33.71,4.53
9.54,32.68,
11.7,33.923,
6.13,34.313,0.39
17.98,33.34,5.57
13.53,33.57,
14.93,33.399,6.08
16.62,33.562,5.76
8.3,34.249,1.33
13.99,33.166,6.04
18.58,33.96,5.74
5.01,34.169000000000004,0.75
4.68,34.14,0.96
8.76,33.884,3.55
12.66,33.462,5.62
15.76,33.66,
10.273,34.189,1.591
13.6,33.548,5.65
15.07,33.085,6.02
4.36,,0.49
9.84,33.698,2.73
17.21,33.288000000000004,5.93
6.09,34.33,
8.3,34.128,1.43
8.31,34.248000000000005,1.34
8.08,33.7,
14.89,33.46,5.13
19.37,33.521,5.42
17.71,33.671,5.89
12.2,33.545,6.42
5.98,34.154,0.75
16.43,33.093,5.89
10.19,34.25,1.72
12.66,33.335,5.4
7.92,34.0142,2.332
9.92,33.83,
6.17,34.318000000000005,0.29
16.71,33.67,4.22
17.65,33.866,5.77
10.32,33.818000000000005,3.0
7.886,34.0922,1.5630000000000002
9.35,,
9.12,33.843,2.77
12.58,33.261,5.8
10.88,33.96,
19.88,34.13,5.53
6.86,34.186,0.93
6.68,34.37,0.35
11.76,33.32,5.39
14.2,33.572,
12.27,,4.83
18.6,33.45,5.34
23.44,33.472,5.1
9.27,33.92,
9.06,33.825,3.8
10.69,33.5,4.32
9.41,33.835,3.21
4.76,34.09,0.84
18.162,33.2819,5.462999999999999
17.13,33.162,5.61
7.65,34.01,
4.02,34.4,0.45
4.74,34.38,0.29
16.1,33.299,5.89
13.85,33.447,6.01
12.32,32.79,5.9
5.0,34.45,0.39
7.65,34.045,2.22
7.98,34.053000000000004,2.4
16.14,33.503,5.72
15.65,33.65,5.27
9.28,34.041,
7.27,34.51,0.23
13.84,33.116,6.03
7.46,33.89,3.25
12.79,33.55,5.81
14.66,33.76,4.86
7.14,34.29,0.77
7.69,34.066,2.24
9.23,33.87,2.33
13.08,33.46,
9.01,33.999,2.67
14.93,33.506,
9.34,33.78,
7.78,34.202,1.03
15.93,33.386,6.06
18.1,33.81,
6.69,34.35,
20.07,33.539,5.32
11.46,33.592,4.2
8.29,33.962,
6.91,34.072,
13.87,33.822,5.26
9.55,33.542,4.3
6.91,34.445,0.31
19.979,33.4219,
9.14,34.102,2.02
6.04,34.309,0.3
3.51,34.47,0.54
12.4,33.657,5.14
11.062,33.6732,3.857
8.29,34.077,2.12
7.62,34.08,2.38
7.91,34.42,0.26
15.27,33.146,5.84
12.831,33.2204,5.651
8.32,34.23,1.06
15.25,33.375,5.8
17.79,33.654,5.57
16.65,33.757,5.88
9.35,33.887,
8.63,34.042,2.31
8.56,,1.92
5.09,34.158,0.6
10.91,33.109,5.6
11.74,33.529,4.29
14.21,34.04,2.66
2.7,34.558,1.21
9.2,34.334,
19.32,33.757,5.24
7.89,34.14,1.4
10.18,34.23,1.55
11.7,34.468,1.0
10.091,33.3758,4.099
8.66,34.183,1.43
4.04,34.53,0.64
10.145,33.8678,7.575
10.003,33.4836,4.155
6.35,34.216,
13.99,33.21,5.62
9.04,33.954,2.38
14.82,32.923,6.09
12.94,,0.34
8.72,33.986999999999995,2.75
16.64,33.228,5.72
9.32,33.95,2.7
10.1,33.64,2.99
6.02,34.285,0.38
8.92,33.784,3.51
9.54,33.705,3.08
4.34,34.278,
8.65,34.119,1.78
10.12,33.86,3.62
8.6,34.391,
7.07,34.18,1.0
7.12,34.075,1.96
6.97,34.248000000000005,0.23
9.69,33.78,3.22
8.63,34.54,
10.39,33.522,3.45
10.09,33.749,3.66
5.78,34.156,0.69
5.93,34.075,1.62
10.96,33.063,
16.81,33.27,5.49
6.56,34.227,0.62
15.957,33.3086,5.681
14.53,35.21,3.79
5.1,34.455,0.57
5.86,34.24,0.45
16.09,33.088,5.81
19.12,34.032,4.94
4.0,,0.6
3.61,34.39,0.42
12.81,34.701,0.32
8.2,33.993,3.33
5.96,34.294000000000004,0.43
16.58,33.7,
9.6,33.946,2.27
13.16,33.51,5.44
15.12,33.513000000000005,5.74
12.22,33.701,4.81
17.34,33.171,5.59
9.74,,
9.676,33.8269,2.738
18.73,33.412,5.75
7.45,34.06,
11.15,33.54,
9.84,33.742,3.74
8.75,34.11,
20.107,33.259,5.31
7.34,34.104,1.97
15.03,33.479,7.08
11.45,34.419000000000004,1.08
10.01,33.69,3.77
6.5,34.49,0.26
15.84,33.467,5.72
14.48,33.224000000000004,5.44
13.73,33.167,5.73
3.18,34.458,0.65
15.65,33.361,5.85
8.08,,
7.06,34.374,0.22
10.43,33.88,2.74
17.011,33.2136,5.87
8.04,33.936,3.63
3.45,34.393,0.38
18.09,33.452,5.58
9.109,33.7357,3.654
17.45,33.65,
10.06,33.69,3.86
13.28,32.84,6.23
6.81,34.184,0.82
12.04,33.44,5.76
6.6,34.067,1.78
19.37,33.461,5.79
15.72,33.628,5.58
7.14,34.207,1.01
7.76,34.202,0.99
9.5,33.859,3.64
9.61,34.522,0.34
9.81,33.17,4.79
10.36,34.298,1.45
12.18,33.29,3.99
15.18,33.636,
7.407,34.0526,1.747
7.99,34.077,2.09
11.01,33.892,3.06
12.27,33.589,4.63
7.1,34.248000000000005,0.92
6.278,34.1376,0.8140000000000001
26.1,34.92,4.68
11.79,33.46,
18.24,33.86,5.29
13.64,33.409,6.09
12.44,33.69,3.66
13.45,33.05,5.92
7.94,34.158,1.7
7.4,34.032,2.46
13.19,32.973,6.12
14.27,34.063,5.01
8.92,33.89,2.54
14.0,33.087,5.98
9.23,,3.62
18.86,33.49,4.64
5.6,34.52,0.22
9.43,34.6,0.23
9.2,33.54,4.72
8.9,,
3.69,34.589,0.83
7.49,34.021,2.96
21.33,34.7,3.84
5.27,34.09,
8.42,34.251,1.21
6.19,,1.14
11.78,33.835,4.68
10.79,33.695,4.34
6.18,34.283,0.48
17.026,33.3526,5.669
18.57,33.873000000000005,5.58
7.86,34.07,1.96
8.93,33.85,2.95
7.53,34.39,0.43
17.16,33.63,
7.86,33.952,3.0
10.02,33.494,4.56
9.22,32.7,6.48
20.48,33.73,4.79
7.37,34.062,2.23
9.93,34.08,
15.75,32.63,5.93
12.59,33.431,4.73
20.08,34.48,
6.82,34.218,1.1
15.02,33.393,5.57
7.8,33.98,
8.92,33.98,2.23
7.25,34.31,
10.16,34.574,0.3
24.61,34.829,5.08
9.87,33.384,5.08
11.36,33.59,
18.3,33.293,5.48
12.24,34.834,0.68
15.58,33.468,5.76
15.89,32.809,5.84
6.72,34.22,
7.86,34.03,2.06
6.36,34.45,
6.67,34.208,0.83
8.89,33.888000000000005,3.37
5.11,34.157,0.8
9.1,33.97,
8.72,33.738,3.25
17.52,34.19,4.66
7.56,34.12,1.83
11.34,33.37,4.32
9.27,33.948,2.73
13.952,33.306,5.799
10.58,,3.32
18.64,33.504,5.56
17.417,33.4926,5.58
13.511,33.1975,5.21
8.81,33.946,
17.47,33.217,5.6
10.09,33.749,
24.06,34.854,4.12
6.5,34.261,0.01
4.61,34.303000000000004,0.3
9.94,33.55,3.03
9.73,33.74,
13.8,33.78,
6.08,34.37,0.31
4.48,34.51,0.42
7.77,,1.54
13.9,33.3,
14.962,33.4969,5.138999999999999
9.36,33.874,3.26
13.37,33.056999999999995,6.24
3.7,34.38,0.37
7.92,34.42,0.47
18.01,33.34,5.46
13.94,33.44,5.4
6.47,34.321,0.73
9.275,33.8985,2.6060000000000003
8.51,33.692,3.86
13.82,,6.22
10.42,33.741,3.29
10.75,32.89,5.45
6.74,34.121,1.4
10.38,33.88,
4.45,34.505,0.49
13.58,33.42,
13.41,33.57,
8.42,34.111999999999995,1.85
12.01,33.328,5.74
11.43,34.34,1.29
18.81,33.457,5.43
7.7,34.143,1.45
6.12,34.4,0.36
19.3,33.552,
5.58,34.27,0.36
14.88,33.384,5.89
13.96,33.61,6.41
9.55,33.821,3.13
4.85,34.4,
13.9,33.164,5.98
5.96,34.44,
13.99,33.507,6.04
9.25,33.42,4.47
10.72,33.76,5.05
15.65,,5.3
15.1,33.375,5.85
18.321,33.2229,5.67
16.31,33.486,5.95
8.48,33.751,3.74
17.33,,
6.4,34.48,0.26
14.57,33.3,6.18
17.79,33.47,5.68
14.75,33.43,5.67
16.87,33.6086,
19.539,33.1832,5.307
16.09,34.46,
4.38,34.338,0.45
17.95,33.436,5.49
5.2,34.441,0.31
4.71,34.562,0.33
15.92,33.603,5.78
8.442,34.2101,1.13
8.73,33.9,2.96
7.14,34.19,1.44
7.51,33.98,
13.408,33.044000000000004,6.075
8.56,33.821,3.5
11.85,33.6,5.33
12.18,32.492,
10.99,32.544000000000004,6.38
14.77,33.717,4.06
21.52,33.67,5.42
8.54,34.59,0.2
13.328,33.033,7.112
13.03,33.31,5.79
8.21,34.11,1.52
11.142,33.5866,3.774
11.25,33.525,4.68
11.17,32.95,5.58
9.27,33.607,3.69
16.76,33.519,5.69
14.69,33.408,5.98
25.08,33.95,
10.4,33.4,4.32
6.96,34.251,0.64
8.15,34.029,2.84
8.635,33.8648,3.064
7.59,34.083,1.94
13.88,33.505,5.78
12.22,33.52,4.09
6.67,34.048,
14.6,33.159,5.97
16.61,33.475,5.67
5.1,34.206,0.58
17.14,34.18,
8.14,34.221,1.32
10.06,33.882,2.85
15.16,33.665,6.3
7.21,34.26,0.75
13.4,33.48,
13.79,33.587,5.27
11.76,34.191,1.78
21.8,35.762,4.71
23.21,35.23,2.73
9.41,33.681999999999995,3.91
10.57,33.927,2.97
8.67,33.966,3.0
10.6,33.066,5.13
17.56,33.442,6.15
12.78,33.38,6.15
6.41,34.328,0.46
12.75,33.304,
4.47,34.24,0.45
12.42,34.14,1.82
20.98,33.44,5.57
16.72,33.048,5.92
8.0,34.296,0.71
6.53,34.168,0.73
4.67,34.413000000000004,0.37
6.86,34.338,0.63
12.24,33.551,4.86
19.24,34.16,
15.72,33.517,5.94
9.02,34.04,
10.3,34.0,2.11
6.38,34.26,
8.43,34.005,2.42
9.62,33.931999999999995,2.49
8.82,34.048,
15.75,33.484,5.97
10.34,33.589,3.7
9.23,33.841,3.75
14.68,33.332,5.8
11.83,33.01,5.53
6.04,34.321,0.34
8.53,33.931999999999995,2.45
5.82,34.207,0.52
12.85,33.291,5.98
17.2,33.587,5.37
5.94,34.52,
9.8,34.247,1.13
3.6,,0.8
12.21,33.547,4.54
13.22,33.51,6.04
13.27,33.299,6.14
5.55,34.376,0.26
3.56,34.52,0.81
5.65,34.27,0.56
4.92,34.22,1.1
12.95,33.02,6.04
14.46,33.313,6.1
6.15,34.097,1.2
4.35,34.413000000000004,0.42
12.93,33.46,
12.31,33.853,3.36
12.15,33.52,
8.13,33.421,4.13
9.0,33.809,3.38
12.75,33.56,
10.64,33.73,
14.31,33.489000000000004,6.2
17.41,35.483000000000004,5.21
8.946,33.9068,2.582
13.99,33.486,6.09
7.2,34.256,0.82
14.443,33.2969,5.928999999999999
8.23,34.098,1.96
13.46,33.469,5.96
8.96,34.068000000000005,2.25
14.58,33.201,5.87
17.05,33.176,5.65
11.92,33.248000000000005,5.14
5.31,34.387,0.3
10.08,33.7792,2.944
10.94,33.528,4.41
10.163,33.8997,2.376
3.35,34.391,0.41
18.95,33.331,5.52
13.07,33.672,4.45
4.57,34.36,
15.55,33.306999999999995,5.71
13.26,32.994,6.27
16.2,33.364000000000004,6.16
6.39,34.363,
3.63,34.49,0.81
5.65,,0.32
7.54,34.032,2.47
8.28,,3.15
9.917,33.7079,3.189
8.72,34.49,0.31
13.57,33.239000000000004,5.89
17.24,33.62,5.32
7.483,34.1297,1.14
15.16,33.546,5.52
15.04,33.26,4.99
7.28,34.09,
13.95,33.197,5.91
11.03,33.58,4.07
6.88,34.212,0.84
16.58,33.639,5.68
8.31,34.209,1.29
6.66,34.315,0.48
13.34,33.031,6.01
13.32,33.415,
13.66,33.51,
6.69,34.164,1.09
14.76,33.459,5.47
10.87,33.427,4.3
9.01,33.664,3.62
12.68,33.58,4.65
18.53,33.156,5.34
9.75,33.843,
9.67,34.137,1.68
8.14,,2.49
16.61,34.215,5.54
6.35,34.303000000000004,0.4
10.86,33.567,3.82
10.34,33.86,2.94
9.23,33.369,4.41
4.82,34.42,0.41
18.06,33.255,5.49
10.6,33.17,5.67
9.27,33.868,3.54
9.71,33.723,3.4
13.57,33.477,5.78
9.78,34.439,2.61
13.71,33.184,5.65
8.013,34.0336,2.188
11.0,32.992,4.12
8.99,34.317,1.04
14.02,,5.58
15.33,34.029,3.41
8.14,33.992,3.49
15.21,33.54,
9.92,33.644,3.78
12.5,34.77,0.33
13.42,33.61,4.87
10.07,33.382,4.34
16.9,33.78,5.29
9.95,33.636,3.81
10.34,34.394,0.92
4.68,,0.46
6.34,34.297,0.33
9.8,34.28,
6.03,34.429,0.41
8.59,34.161,
9.4,33.84,3.34
5.9,34.22,0.54
14.24,33.047,5.97
5.38,34.342,0.33
4.65,34.4,0.39
18.8,33.311,5.48
10.03,34.53,0.36
10.59,34.538000000000004,0.54
15.86,33.532,5.96
10.93,33.887,2.8
6.43,34.48,
10.04,33.63,3.98
6.28,,
15.238,33.0193,5.723
16.97,33.399,5.58
7.08,34.201,1.05
18.42,33.13,5.6
9.62,34.129,2.18
7.27,33.992,3.06
7.63,34.056999999999995,2.08
11.97,33.706,5.54
16.7,33.575,5.67
1.57,34.68,
8.29,33.935,2.52
1.51,34.681,2.97
7.64,34.032,2.34
16.68,33.57,5.57
17.32,33.62,
5.74,34.166,0.6
15.76,33.49,
8.39,33.99,
6.26,34.197,0.67
11.612,33.6,4.327
10.32,33.749,3.44
8.89,34.606,0.16
14.36,33.402,6.11
14.76,33.447,5.55
11.17,33.048,5.46
5.6,34.236,0.63
17.35,33.509,5.58
15.61,33.2,5.89
6.13,34.31,
4.83,34.25,
10.65,33.366,4.68
7.92,33.97,2.89
14.43,33.461,6.09
7.11,34.241,0.72
7.08,34.0,1.37
18.638,33.6305,5.449
6.4,34.068000000000005,1.42
15.06,32.691,6.61
4.18,,0.52
11.54,33.63,3.67
8.42,33.876,4.1
8.26,33.745,
18.24,33.574,5.48
10.4,33.788000000000004,3.3
8.8,33.989000000000004,2.21
5.75,34.28,0.44
12.28,33.471,4.78
8.35,33.955,3.24
11.5,33.446,4.57
7.12,34.329,0.45
17.37,33.231,5.76
7.42,,1.64
17.961,33.5159,5.689
11.48,33.82,
14.04,33.5,4.95
6.17,34.29,0.38
9.3,33.886,3.39
15.39,33.102,6.1
11.07,33.395,
8.83,33.894,4.0
7.06,34.505,
6.03,34.184,
11.47,33.585,4.62
13.29,33.29,6.07
6.06,34.027,2.01
9.1,34.008,2.4
8.06,34.38,0.29
14.07,33.49,5.97
6.58,34.15,
16.72,33.694,5.79
12.43,33.516,4.24
13.0,32.394,6.54
8.93,34.076,2.82
17.35,33.496,5.55
12.14,33.75,3.93
4.27,34.45,
8.01,34.15,2.13
5.43,34.116,0.92
12.76,33.63,
19.4,33.37,5.29
12.07,33.608000000000004,4.39
7.79,34.115,1.94
8.318999999999999,33.9596,2.747
9.25,34.277,
10.751,33.2386,4.621
5.57,34.031,1.64
9.72,33.721,3.75
16.2,33.484,5.98
11.62,34.017,2.38
9.64,33.675,4.0
11.51,33.939,2.99
6.57,34.0,
15.901,33.3978,
12.07,33.68,4.99
11.78,33.534,5.12
5.83,34.401,0.26
6.85,,0.61
14.36,33.346,5.88
9.67,33.533,4.08
9.634,33.2346,4.941
5.8660000000000005,34.1838,0.604
14.8,33.372,6.2
17.07,34.12,5.52
18.5,34.098,5.64
10.704,33.7191,2.942
14.83,35.065,2.32
13.607,33.3834,6.004
9.36,33.854,4.33
8.06,,5.07
9.52,33.91,2.89
5.61,34.26,0.35
14.0,33.411,6.78
11.93,33.404,5.32
11.81,33.573,
7.78,33.985,2.53
6.04,34.108000000000004,1.22
11.13,32.652,6.28
2.2,34.61,1.74
10.969,33.5383,3.247
20.98,34.45,4.37
15.09,33.554,6.153
13.41,33.51,
15.59,33.92,
6.56,34.066,1.74
14.89,33.071,5.9
11.55,,2.66
10.62,33.41,
14.98,33.049,5.91
7.8,34.474000000000004,0.48
9.44,34.192,1.72
4.77,34.375,
9.57,33.575,4.28
5.76,34.3,0.96
8.26,33.888000000000005,4.0
18.75,33.53,6.23
7.75,32.74,6.38
6.91,34.055,1.97
13.39,33.161,6.05
18.81,33.527,
11.18,33.202,4.93
13.13,33.562,5.46
4.1,,0.58
4.73,34.388000000000005,0.58
7.28,34.5,
7.97,34.06,
4.76,34.45,
11.59,34.775,0.3
17.61,33.56,5.5
9.49,33.734,3.28
17.26,33.48,5.7
9.65,33.6682,3.4130000000000003
8.57,34.16,
16.52,33.569,5.86
11.35,33.18,
7.37,33.93,3.05
12.69,33.391,4.48
7.16,34.061,2.2
6.72,34.272,0.51
9.59,33.433,
13.08,33.19,
8.29,33.946,2.98
10.179,33.7527,3.394
10.66,32.98,5.66
7.82,34.444,0.27
8.49,34.229,1.01
15.0,33.53,5.81
12.65,33.12,5.55
15.12,33.941,5.5
6.72,34.204,0.83
7.58,34.207,1.16
6.46,34.273,0.57
14.43,33.154,6.07
14.694,33.4236,5.849
14.61,33.766,4.47
2.4,34.511,0.5
15.71,33.578,5.71
12.02,33.549,
9.02,34.011,2.39
14.45,,2.67
11.0,,3.37
7.23,34.281,0.48
8.93,33.988,2.3
7.28,34.11,1.7
11.63,33.664,
7.07,34.076,1.79
13.34,32.958,6.3
18.23,33.224000000000004,5.68
7.465,34.0953,1.461
7.67,34.04,2.44
7.71,34.265,0.61
14.28,33.68,4.72
10.87,33.7,3.37
13.23,32.675,6.19
7.46,34.08,
9.84,33.556999999999995,3.82
6.65,34.019,2.14
12.15,33.174,5.23
18.47,33.53,
11.44,33.71,3.23
6.39,34.402,0.7
16.62,33.74,5.62
16.15,32.7,5.9
15.26,33.15,
13.12,33.513000000000005,5.76
13.31,33.45,5.19
12.645,33.4452,5.47
7.35,34.079,
9.34,34.51,0.43
7.42,34.162,1.34
16.07,33.46,
15.127,33.3416,6.281000000000001
5.17,34.534,0.24
5.92,34.43,
15.31,33.532,6.03
6.18,34.06,
7.89,34.23,
10.81,33.56,2.7
12.84,,4.96
11.89,33.95,2.56
9.39,34.11,
5.01,34.43,0.45
16.7,33.753,
16.84,33.58,
8.498,33.9737,2.373
13.91,33.32,5.96
16.91,33.806,5.95
6.55,34.385,0.33
16.17,33.829,
9.42,33.9,
9.26,34.216,1.59
16.45,33.118,5.88
6.66,34.29,0.59
18.4,33.633,5.59
9.153,34.1783,1.354
17.51,33.472,5.57
7.01,34.4,0.25
16.8,33.415,5.67
17.13,,5.64
14.61,33.69,4.98
12.76,,4.07
18.05,33.596,6.02
4.91,34.27,0.69
11.92,,
7.51,34.013000000000005,
9.73,34.356,1.07
13.16,34.622,1.21
7.05,34.202,1.0
13.44,33.415,5.05
9.38,33.87,3.88
17.33,33.66,4.88
7.41,32.898,6.06
11.94,33.12,
6.78,34.14,1.15
9.5,33.768,3.41
11.98,33.161,5.69
5.78,34.25,0.43
8.73,34.039,2.54
4.6,34.496,0.65
7.261,34.1506,1.132
11.98,33.255,4.92
8.96,33.939,2.77
15.74,33.263000000000005,5.72
4.27,34.23,
8.39,34.168,1.39
12.78,33.361,5.53
16.789,33.6264,
10.58,33.499,4.51
9.26,33.93,
13.25,32.72,6.24
21.94,33.71,5.15
6.8,34.269,0.53
15.81,33.77,5.65
15.0,33.4,5.49
12.36,33.412,5.54
10.5,33.64,3.77
12.32,34.12,
10.18,33.741,3.47
19.12,34.38,5.24
8.47,34.025,2.14
8.46,34.082,1.87
9.5,33.661,4.26
20.93,33.61,
14.63,33.55,6.26
5.947,34.2142,0.534
8.18,33.96,3.06
14.75,33.401,5.99
6.42,34.303000000000004,0.5
6.62,33.944,2.47
4.34,,
5.22,34.53,0.18
13.58,33.626,
6.24,34.21,0.68
12.28,33.563,4.9
9.02,33.49,5.41
14.42,33.279,5.96
10.39,33.803000000000004,2.66
12.915,32.8083,6.5
18.59,33.632,5.54
19.19,33.37,4.2
1.64,34.671,2.69
13.1,33.453,4.78
7.432,34.2609,0.715
12.44,32.95,7.62
6.9,34.266,0.62
14.96,33.25,6.12
9.0,33.9,
6.32,34.202,0.74
8.35,33.91,3.26
7.28,34.195,
7.11,34.232,0.84
14.63,33.28,6.14
8.92,33.59,4.14
8.38,34.145,1.58
3.92,34.56,0.64
10.1,34.044000000000004,1.97
14.621,32.8227,5.917999999999999
9.67,33.688,3.41
5.77,34.251,0.39
17.35,33.518,5.92
7.24,33.935,2.39
15.1,33.318000000000005,5.83
18.1,33.6,6.92
7.86,33.8,3.4
8.86,,2.65
13.5,33.401,6.06
17.83,33.183,
7.26,34.08,1.97
6.478,34.1968,0.599
15.1,33.13,5.93
11.2,33.33,4.87
7.5,34.23,1.4
7.8,34.04,
9.15,33.686,4.02
14.77,33.207,6.04
8.79,34.05,
6.81,34.279,0.65
7.16,34.106,
7.11,34.217,0.89
3.93,,0.52
6.68,34.1006,1.157
16.1,33.602,5.61
8.69,33.937,4.3
9.26,,3.98
8.72,33.979,3.69
17.89,33.62,
16.71,33.439,6.17
18.96,33.541,
18.044,33.6273,5.877999999999999
17.14,33.45,
14.05,33.539,5.61
7.23,34.072,1.97
15.299,33.5131,5.869
13.66,33.383,5.83
7.02,,0.41
9.2,33.952,2.86
16.22,33.78,5.85
13.29,32.931,6.07
11.0,33.789,5.12
15.19,33.712,5.31
14.545,33.5041,5.751
9.76,33.104,5.05
8.14,33.959,2.41
5.26,34.38,0.35
10.86,33.544000000000004,4.26
4.78,34.02,1.51
9.48,33.644,3.98
9.3,33.62,
5.93,34.391,0.26
7.2,34.281,0.42
16.62,33.415,5.76
8.41,34.191,1.66
6.12,34.36,0.34
12.045,33.0873,5.631
11.819,33.4119,4.307
10.985,33.4358,4.588
8.25,34.231,1.31
5.71,34.251,0.43
22.63,34.12,5.08
4.89,,
14.84,33.379,6.02
9.58,34.06,1.95
17.09,34.37,5.72
8.65,34.211,1.62
12.72,32.795,6.58
9.161,33.9866,2.579
6.0,34.28,0.6
2.78,34.634,
9.11,34.043,2.18
4.66,,
7.73,34.007,2.73
8.46,33.824,2.71
13.73,33.49,5.53
15.94,33.441,5.72
8.32,34.0,2.92
7.412999999999999,34.0611,1.6369999999999998
5.25,,
8.32,33.741,3.45
12.89,33.472,
11.33,33.489000000000004,4.56
9.49,33.972,2.6
3.3,34.49,0.66
10.08,34.011,2.71
12.76,32.705,6.3
7.08,33.99,
14.712,33.2891,5.888
9.05,33.931,4.19
15.09,,4.59
14.73,33.406,5.97
9.73,33.226,4.78
14.19,32.964,5.99
19.84,33.69,5.35
10.64,33.573,3.15
12.9,33.326,6.19
14.49,34.739000000000004,0.17
15.8,,5.87
12.64,33.537,4.35
9.05,32.667,6.39
8.8,34.168,1.81
8.85,34.144,1.49
16.02,33.41,5.65
14.99,35.07,2.38
9.506,33.6595,3.46
14.726,33.2424,5.814
8.873,34.1967,1.341
12.95,33.306,6.22
7.16,34.106,1.65
8.0,33.837,3.63
7.25,34.163000000000004,1.4
6.99,34.253,
18.442,33.4768,5.464
12.18,33.81,3.81
14.57,33.38,
11.39,34.714,0.16
9.04,33.845,
10.0,33.52,4.02
13.79,35.044000000000004,3.0
4.5,34.43,
17.99,33.545,5.86
13.75,33.504,6.14
15.88,34.05,
9.29,34.005,2.25
16.38,33.561,5.89
14.82,33.282,6.24
7.75,34.07,2.56
17.48,33.266,5.6
17.99,33.246,5.65
5.94,34.09,1.3
9.04,33.96,3.9
10.24,33.55,
6.72,34.247,0.57
11.89,34.126,1.66
9.89,33.729,3.59
13.72,33.48,
11.91,33.454,4.65
6.16,,0.44
14.76,33.45,6.1
16.1,33.547,5.63
7.62,34.22,0.92
13.99,32.88,6.31
12.62,33.486999999999995,4.5
12.84,33.32,5.93
18.25,33.907,5.29
19.3,33.58,
6.49,34.3,0.45
14.22,33.34,5.62
14.19,33.56,
6.36,34.251999999999995,0.62
15.16,33.89,6.57
2.89,34.549,1.03
9.65,33.999,
13.32,33.58,
15.99,33.313,5.99
4.22,34.45,0.55
15.66,33.288000000000004,5.8
20.61,33.281,5.29
14.623,33.4469,5.9
8.98,33.74,3.6
2.02,34.64,2.33
13.9,33.12,
11.08,33.425,4.79
5.81,34.344,0.24
13.26,35.042,2.56
19.96,34.09,4.8
13.18,33.81,3.3
10.24,33.75,
14.24,33.158,5.99
16.5,33.26,5.5
6.62,34.457,0.33
4.24,,
6.25,34.324,0.39
6.73,34.083,1.73
7.85,34.221,1.11
5.7,34.234,0.8
12.96,35.022,2.15
6.42,34.303000000000004,0.4
10.1,33.614000000000004,4.35
8.12,34.07,
5.42,34.459,0.32
11.51,33.5645,4.739
11.31,34.168,1.85
20.77,33.29,5.31
15.32,33.35,5.9
13.49,33.359,5.39
9.59,33.82,
13.62,33.151,5.91
9.25,33.957,2.51
7.92,34.38,0.64
16.16,33.169000000000004,6.01
9.55,33.806,3.38
6.29,34.082,1.43
7.41,34.0,2.84
9.25,33.977,2.93
13.82,33.45,
