YEAR,MONTH,METRIC,d1,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,d2,d20,d21,d22,d23,d24,d25,d26,d27,d28,d29,d3,d30,d31,d4,d5,d6,d7,d8,d9
2008,10,PRCP,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.4,1.4,0.3,0.0,0.0,0.0,0.0
2008,10,TMAX,69.0,40.0,34.0,30.0,36.0,47.0,53.0,56.0,61.0,60.0,58.0,68.0,56.0,46.0,43.0,50.0,51.0,55.0,60.0,62.0,64.0,60.0,59.0,60.0,55.0,49.0,45.0,51.0,57.0,59.0,56.0
2008,10,TMIN,48.0,26.0,18.0,16.0,17.0,23.0,32.0,38.0,38.0,44.0,40.0,45.0,43.0,25.0,22.0,26.0,36.0,42.0,40.0,41.0,45.0,42.0,43.0,42.0,42.0,33.0,35.0,35.0,35.0,40.0,30.0
2008,11,PRCP,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.4,0.0,9999.0,1.0,0.3,0.2,0.0,0.1,0.2
2008,11,TMAX,55.0,36.0,36.0,40.0,43.0,42.0,45.0,55.0,58.0,60.0,54.0,48.0,46.0,43.0,49.0,42.0,50.0,52.0,50.0,40.0,37.0,37.0,45.0,42.0,9999.0,40.0,27.0,32.0,40.0,49.0,39.0
2008,11,TMIN,42.0,28.0,22.0,29.0,31.0,24.0,23.0,34.0,38.0,40.0,37.0,31.0,32.0,26.0,29.0,27.0,27.0,33.0,33.0,28.0,26.0,26.0,28.0,30.0,9999.0,22.0,12.0,12.0,20.0,28.0,31.0
2008,12,PRCP,0.0,0.0,0.0,0.1,0.5,0.1,0.7,0.9,0.1,0.5,0.2,0.1,0.0,0.4,0.6,0.0,0.2,2.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,12,TMAX,48.0,38.0,40.0,41.0,32.0,17.0,14.0,20.0,27.0,28.0,22.0,46.0,14.0,33.0,31.0,18.0,25.0,27.0,17.0,19.0,39.0,42.0,35.0,42.0,43.0,33.0,33.0,47.0,46.0,33.0,28.0
2008,12,TMIN,29.0,15.0,25.0,28.0,7.0,6.0,6.0,6.0,8.0,14.0,6.0,27.0,7.0,7.0,9.0,2.0,3.0,16.0,1.0,-1.0,18.0,27.0,26.0,25.0,26.0,17.0,15.0,25.0,29.0,18.0,13.0
2009,1,PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.5,0.3,1.7,0.9,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0
2009,1,TMAX,40.0,31.0,35.0,40.0,39.0,38.0,40.0,47.0,44.0,48.0,54.0,40.0,52.0,53.0,47.0,44.0,37.0,30.0,24.0,25.0,24.0,31.0,22.0,42.0,41.0,22.0,22.0,31.0,39.0,46.0,31.0
2009,1,TMIN,26.0,12.0,21.0,24.0,22.0,21.0,22.0,25.0,26.0,31.0,31.0,22.0,33.0,33.0,33.0,30.0,29.0,22.0,4.0,-7.0,11.0,10.0,-1.0,14.0,21.0,-3.0,7.0,20.0,28.0,24.0,12.0
2009,2,PRCP,0.0,0.2,0.1,0.1,0.4,0.2,0.1,0.3,1.4,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,9999.0,0.0,9999.0,9999.0,0.0,0.0,0.9,0.1,0.3,0.8
2009,2,TMAX,36.0,33.0,25.0,31.0,31.0,24.0,34.0,32.0,25.0,31.0,35.0,39.0,38.0,46.0,50.0,41.0,47.0,44.0,40.0,30.0,43.0,9999.0,45.0,9999.0,9999.0,53.0,45.0,37.0,39.0,35.0,29.0
2009,2,TMIN,16.0,9.0,12.0,7.0,5.0,13.0,10.0,21.0,21.0,19.0,13.0,17.0,17.0,20.0,31.0,34.0,35.0,32.0,27.0,11.0,14.0,9999.0,24.0,9999.0,9999.0,26.0,29.0,27.0,25.0,24.0,18.0
2009,3,PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.1,0.0,0.0,0.2,0.0,0.1,0.2,0.2,0.0,0.2,0.0,0.0,0.8
2009,3,TMAX,55.0,24.0,43.0,41.0,42.0,49.0,45.0,49.0,51.0,52.0,56.0,48.0,58.0,54.0,45.0,29.0,34.0,30.0,29.0,34.0,44.0,39.0,51.0,28.0,35.0,43.0,30.0,27.0,31.0,40.0,30.0
2009,3,TMIN,32.0,9.0,15.0,20.0,17.0,21.0,31.0,33.0,35.0,33.0,32.0,41.0,37.0,39.0,24.0,22.0,17.0,23.0,13.0,11.0,17.0,14.0,38.0,15.0,19.0,26.0,15.0,14.0,12.0,13.0,10.0
2009,4,PRCP,0.1,0.0,0.2,0.0,0.0,1.6,0.9,0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.1,0.2,0.3,0.0,0.2,0.0,0.0,0.5,0.0,9999.0,0.0,0.0,0.0,0.1,0.4,0.3
2009,4,TMAX,34.0,49.0,41.0,47.0,51.0,44.0,37.0,40.0,48.0,50.0,55.0,41.0,59.0,61.0,62.0,61.0,51.0,48.0,39.0,48.0,52.0,49.0,35.0,52.0,9999.0,36.0,42.0,53.0,58.0,42.0,40.0
2009,4,TMIN,14.0,31.0,30.0,27.0,30.0,30.0,22.0,19.0,25.0,30.0,32.0,22.0,37.0,39.0,41.0,46.0,33.0,28.0,22.0,19.0,32.0,30.0,21.0,34.0,9999.0,20.0,17.0,21.0,31.0,27.0,27.0
2009,5,PRCP,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.1,0.3,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2009,5,TMAX,50.0,52.0,62.0,56.0,47.0,54.0,54.0,60.0,67.0,72.0,66.0,44.0,62.0,65.0,65.0,57.0,54.0,58.0,58.0,62.0,67.0,67.0,50.0,64.0,62.0,47.0,54.0,58.0,53.0,46.0,53.0
2009,5,TMIN,33.0,35.0,39.0,41.0,30.0,35.0,38.0,37.0,46.0,49.0,48.0,34.0,46.0,45.0,46.0,44.0,39.0,37.0,38.0,41.0,45.0,47.0,33.0,45.0,44.0,31.0,38.0,42.0,38.0,31.0,30.0
2009,6,PRCP,0.0,0.4,0.2,0.4,0.6,0.1,0.0,0.2,0.6,0.0,0.0,0.0,1.5,0.2,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1,0.0,9999.0,0.0,0.1,0.0,0.1,0.3,0.5
2009,6,TMAX,62.0,49.0,52.0,58.0,57.0,60.0,58.0,61.0,55.0,56.0,64.0,63.0,58.0,61.0,63.0,69.0,73.0,73.0,63.0,67.0,70.0,73.0,65.0,76.0,9999.0,68.0,58.0,56.0,52.0,57.0,57.0
2009,6,TMIN,44.0,40.0,36.0,35.0,38.0,37.0,37.0,40.0,42.0,40.0,38.0,42.0,38.0,38.0,40.0,44.0,49.0,48.0,41.0,43.0,45.0,49.0,42.0,53.0,9999.0,45.0,44.0,39.0,39.0,38.0,40.0
2009,7,PRCP,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2009,7,TMAX,72.0,74.0,72.0,76.0,72.0,67.0,73.0,77.0,80.0,82.0,76.0,70.0,74.0,76.0,77.0,81.0,77.0,71.0,75.0,75.0,71.0,70.0,67.0,69.0,70.0,70.0,71.0,74.0,73.0,69.0,71.0
2009,7,TMIN,50.0,48.0,52.0,51.0,50.0,43.0,47.0,52.0,56.0,56.0,56.0,48.0,54.0,51.0,55.0,55.0,52.0,52.0,54.0,53.0,50.0,51.0,47.0,47.0,50.0,48.0,47.0,51.0,51.0,51.0,45.0
2009,8,PRCP,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,8,TMAX,74.0,68.0,74.0,76.0,75.0,70.0,55.0,60.0,65.0,64.0,69.0,78.0,76.0,80.0,81.0,63.0,64.0,65.0,71.0,74.0,76.0,76.0,76.0,76.0,71.0,76.0,78.0,70.0,63.0,56.0,62.0
2009,8,TMIN,48.0,42.0,47.0,53.0,48.0,47.0,39.0,37.0,40.0,42.0,43.0,53.0,50.0,53.0,57.0,50.0,45.0,46.0,48.0,50.0,52.0,55.0,54.0,53.0,51.0,54.0,53.0,52.0,42.0,38.0,37.0
2009,9,PRCP,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.1,0.1,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,9,TMAX,73.0,76.0,72.0,70.0,62.0,62.0,58.0,65.0,67.0,69.0,68.0,73.0,62.0,53.0,58.0,63.0,65.0,69.0,67.0,69.0,72.0,66.0,73.0,55.0,9999.0,76.0,65.0,69.0,69.0,65.0,71.0
2009,9,TMIN,52.0,50.0,51.0,49.0,47.0,42.0,39.0,41.0,46.0,45.0,46.0,52.0,38.0,35.0,36.0,43.0,43.0,47.0,49.0,47.0,48.0,51.0,51.0,25.0,9999.0,51.0,49.0,50.0,52.0,46.0,47.0
2009,10,PRCP,0.1,0.0,0.0,0.3,1.4,0.8,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.0,0.1
2009,10,TMAX,38.0,45.0,49.0,54.0,50.0,46.0,52.0,55.0,63.0,62.0,55.0,48.0,42.0,46.0,47.0,47.0,47.0,38.0,45.0,42.0,30.0,29.0,50.0,37.0,49.0,44.0,40.0,45.0,53.0,43.0,47.0
2009,10,TMIN,18.0,28.0,35.0,36.0,35.0,37.0,36.0,35.0,38.0,52.0,36.0,23.0,32.0,29.0,31.0,30.0,29.0,24.0,23.0,17.0,18.0,16.0,33.0,21.0,27.0,27.0,21.0,20.0,27.0,31.0,30.0
2009,11,PRCP,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0.0,0.1
2009,11,TMAX,52.0,50.0,51.0,46.0,31.0,32.0,26.0,41.0,53.0,50.0,42.0,52.0,47.0,39.0,40.0,31.0,36.0,45.0,55.0,49.0,39.0,39.0,55.0,47.0,9999.0,63.0,58.0,52.0,49.0,42.0,48.0
2009,11,TMIN,35.0,38.0,45.0,28.0,16.0,9.0,7.0,14.0,29.0,29.0,24.0,36.0,27.0,18.0,17.0,13.0,12.0,22.0,33.0,38.0,26.0,22.0,36.0,25.0,9999.0,39.0,42.0,37.0,34.0,28.0,28.0
2009,12,PRCP,0.0,0.2,0.2,1.4,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.0,0.0,0.1,0.4,0.3,0.0
2009,12,TMAX,39.0,24.0,36.0,30.0,29.0,28.0,41.0,45.0,41.0,35.0,40.0,29.0,48.0,43.0,31.0,33.0,23.0,26.0,30.0,29.0,31.0,25.0,19.0,22.0,26.0,32.0,28.0,12.0,18.0,14.0,12.0
2009,12,TMIN,20.0,0.0,11.0,22.0,24.0,15.0,15.0,29.0,23.0,18.0,17.0,8.0,24.0,24.0,22.0,7.0,1.0,5.0,7.0,12.0,14.0,15.0,2.0,12.0,7.0,1.0,4.0,1.0,6.0,-5.0,-6.0
2010,1,PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.9,0.0,0.4,0.9,1.5,0.1,0.0,0.1,0.4,0.1,0.1,0.0,0.0,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.1
2010,1,TMAX,38.0,43.0,48.0,46.0,45.0,36.0,39.0,48.0,43.0,31.0,35.0,35.0,28.0,33.0,27.0,24.0,24.0,34.0,35.0,32.0,29.0,41.0,33.0,39.0,36.0,42.0,38.0,34.0,27.0,39.0,40.0
2010,1,TMIN,21.0,24.0,26.0,30.0,27.0,17.0,16.0,31.0,27.0,25.0,24.0,18.0,20.0,23.0,20.0,18.0,10.0,11.0,21.0,23.0,16.0,15.0,15.0,20.0,22.0,19.0,26.0,22.0,10.0,13.0,25.0
2010,2,PRCP,0.0,0.1,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.4,0.0,0.0,0.0,0.0,9999.0,0.0,9999.0,9999.0,0.0,0.2,0.2,0.0,0.0,0.0
2010,2,TMAX,32.0,34.0,33.0,35.0,33.0,39.0,34.0,38.0,37.0,37.0,30.0,44.0,28.0,24.0,28.0,37.0,32.0,37.0,43.0,41.0,40.0,9999.0,41.0,9999.0,9999.0,35.0,34.0,35.0,36.0,33.0,32.0
2010,2,TMIN,16.0,14.0,21.0,21.0,22.0,19.0,22.0,21.0,22.0,16.0,16.0,19.0,12.0,8.0,4.0,7.0,23.0,19.0,14.0,23.0,21.0,9999.0,22.0,9999.0,9999.0,20.0,23.0,26.0,18.0,12.0,11.0
2010,3,PRCP,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.9,0.4,0.2,0.0,0.3,0.0,0.2
2010,3,TMAX,43.0,31.0,32.0,48.0,36.0,44.0,47.0,51.0,55.0,52.0,36.0,45.0,38.0,49.0,44.0,37.0,42.0,42.0,34.0,42.0,46.0,51.0,42.0,49.0,30.0,41.0,41.0,42.0,40.0,42.0,45.0
2010,3,TMIN,21.0,10.0,7.0,15.0,26.0,24.0,21.0,26.0,32.0,23.0,18.0,24.0,13.0,23.0,24.0,17.0,18.0,26.0,17.0,15.0,20.0,32.0,26.0,27.0,24.0,22.0,22.0,20.0,26.0,24.0,24.0
2010,4,PRCP,0.3,0.1,0.0,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.2,9999.0,0.3,1.7,0.4,0.1,0.0,0.0
2010,4,TMAX,30.0,52.0,53.0,49.0,42.0,50.0,56.0,59.0,54.0,60.0,63.0,34.0,58.0,50.0,40.0,40.0,47.0,46.0,50.0,56.0,46.0,33.0,32.0,38.0,9999.0,38.0,33.0,27.0,36.0,48.0,42.0
2010,4,TMIN,17.0,25.0,40.0,26.0,24.0,22.0,33.0,41.0,38.0,39.0,40.0,17.0,40.0,33.0,24.0,28.0,29.0,32.0,31.0,36.0,22.0,20.0,21.0,22.0,9999.0,19.0,18.0,16.0,12.0,20.0,25.0
2010,5,PRCP,0.1,0.2,0.5,0.0,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.1,0.2,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,5,TMAX,39.0,46.0,41.0,47.0,50.0,47.0,53.0,58.0,63.0,48.0,50.0,42.0,53.0,54.0,38.0,48.0,42.0,54.0,55.0,59.0,59.0,47.0,48.0,53.0,61.0,44.0,53.0,34.0,43.0,53.0,56.0
2010,5,TMIN,24.0,33.0,30.0,29.0,28.0,31.0,31.0,36.0,42.0,36.0,36.0,24.0,36.0,34.0,27.0,26.0,27.0,27.0,41.0,47.0,34.0,31.0,29.0,31.0,40.0,28.0,28.0,21.0,19.0,31.0,34.0
2010,6,PRCP,0.2,0.0,0.4,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,0.0,0.0,0.0,0.2,0.2,0.0
2010,6,TMAX,51.0,59.0,46.0,43.0,48.0,59.0,67.0,63.0,55.0,67.0,68.0,60.0,67.0,65.0,64.0,72.0,74.0,75.0,69.0,71.0,76.0,75.0,64.0,72.0,9999.0,66.0,66.0,75.0,71.0,63.0,69.0
2010,6,TMIN,41.0,37.0,35.0,34.0,36.0,35.0,40.0,35.0,35.0,40.0,50.0,40.0,50.0,46.0,45.0,44.0,50.0,58.0,49.0,47.0,51.0,53.0,51.0,51.0,9999.0,50.0,47.0,54.0,45.0,40.0,47.0
2010,7,PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2010,7,TMAX,74.0,74.0,70.0,74.0,74.0,72.0,76.0,83.0,77.0,79.0,76.0,71.0,78.0,74.0,75.0,76.0,79.0,79.0,78.0,74.0,76.0,72.0,66.0,76.0,78.0,59.0,68.0,67.0,70.0,72.0,73.0
2010,7,TMIN,51.0,45.0,50.0,53.0,55.0,53.0,52.0,56.0,58.0,56.0,57.0,53.0,53.0,52.0,54.0,54.0,53.0,55.0,49.0,49.0,52.0,54.0,47.0,52.0,55.0,42.0,43.0,48.0,45.0,48.0,46.0
2010,8,PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.6,0.6,0.0,0.0,0.1,0.0
2010,8,TMAX,75.0,69.0,71.0,65.0,70.0,71.0,76.0,74.0,76.0,75.0,61.0,77.0,72.0,76.0,73.0,63.0,70.0,75.0,78.0,70.0,66.0,62.0,76.0,52.0,59.0,70.0,72.0,73.0,70.0,69.0,67.0
2010,8,TMIN,55.0,47.0,53.0,46.0,43.0,48.0,52.0,54.0,50.0,50.0,44.0,53.0,45.0,52.0,47.0,42.0,43.0,50.0,52.0,47.0,52.0,44.0,56.0,38.0,39.0,45.0,47.0,51.0,46.0,45.0,45.0
2010,9,PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,9999.0,0.0,0.0,0.0,0.1,0.1,0.0
2010,9,TMAX,63.0,52.0,62.0,69.0,68.0,65.0,66.0,70.0,72.0,71.0,74.0,66.0,64.0,67.0,60.0,58.0,66.0,71.0,73.0,75.0,75.0,73.0,72.0,73.0,9999.0,75.0,68.0,56.0,70.0,65.0,54.0
2010,9,TMIN,42.0,32.0,33.0,42.0,46.0,46.0,45.0,45.0,50.0,50.0,57.0,44.0,44.0,42.0,42.0,41.0,41.0,48.0,50.0,50.0,51.0,51.0,45.0,50.0,9999.0,53.0,38.0,30.0,41.0,43.0,37.0
2010,10,PRCP,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3,3.8,0.7,0.3,0.1,0.1,0.1,0.0,0.4,0.1,0.6,0.1,0.5,0.2,0.0,0.0
2010,10,TMAX,75.0,55.0,57.0,54.0,57.0,62.0,61.0,62.0,57.0,56.0,55.0,76.0,60.0,58.0,48.0,42.0,43.0,41.0,35.0,35.0,48.0,52.0,70.0,51.0,44.0,54.0,53.0,51.0,52.0,46.0,49.0
2010,10,TMIN,51.0,35.0,36.0,32.0,35.0,40.0,42.0,42.0,42.0,37.0,36.0,52.0,39.0,39.0,38.0,34.0,36.0,24.0,21.0,18.0,22.0,43.0,48.0,33.0,31.0,41.0,40.0,39.0,36.0,35.0,34.0
2010,11,PRCP,0.0,0.2,0.0,0.0,0.0,0.3,0.6,0.1,0.0,0.1,0.0,0.0,1.6,1.3,0.4,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,9999.0,0.0,0.0,0.0,0.0,1.2,0.0
2010,11,TMAX,48.0,32.0,32.0,36.0,34.0,32.0,37.0,41.0,41.0,47.0,41.0,54.0,38.0,28.0,23.0,24.0,6.0,15.0,38.0,38.0,25.0,26.0,59.0,27.0,9999.0,59.0,58.0,58.0,49.0,45.0,33.0
2010,11,TMIN,31.0,13.0,14.0,14.0,17.0,21.0,30.0,21.0,18.0,32.0,33.0,36.0,22.0,17.0,17.0,1.0,-5.0,-10.0,6.0,23.0,12.0,0.0,38.0,0.0,9999.0,41.0,42.0,40.0,38.0,24.0,12.0
2010,12,PRCP,0.0,0.5,0.0,0.0,0.0,0.3,0.4,0.0,0.4,1.3,5.2,0.0,1.0,0.8,1.2,0.0,0.0,0.0,0.1,0.0,0.0,2.7,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.0
2010,12,TMAX,41.0,36.0,34.0,43.0,51.0,45.0,31.0,28.0,28.0,36.0,38.0,52.0,33.0,32.0,33.0,37.0,40.0,43.0,32.0,32.0,38.0,29.0,41.0,14.0,11.0,43.0,51.0,35.0,38.0,47.0,45.0
2010,12,TMIN,23.0,25.0,25.0,29.0,32.0,31.0,10.0,8.0,8.0,26.0,31.0,28.0,21.0,23.0,31.0,22.0,19.0,25.0,19.0,14.0,12.0,12.0,30.0,1.0,-10.0,30.0,30.0,29.0,23.0,25.0,30.0
2011,1,PRCP,0.0,0.0,0.0,0.0,0.9,0.0,0.0,1.1,0.0,0.0,0.9,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1
2011,1,TMAX,16.0,18.0,27.0,36.0,45.0,41.0,40.0,40.0,40.0,36.0,34.0,33.0,27.0,37.0,30.0,29.0,32.0,32.0,37.0,43.0,48.0,44.0,33.0,42.0,29.0,23.0,31.0,38.0,42.0,38.0,24.0
2011,1,TMIN,-11.0,-3.0,-3.0,19.0,23.0,24.0,24.0,28.0,26.0,25.0,9.0,4.0,9.0,18.0,13.0,10.0,18.0,18.0,18.0,17.0,28.0,29.0,11.0,25.0,14.0,7.0,7.0,15.0,25.0,21.0,-2.0
2011,2,PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,2.2,0.0,1.0,0.0,0.2,0.0,0.0,0.7,0.7,0.0,0.0,9999.0,0.4,9999.0,9999.0,0.3,0.6,0.0,0.6,0.0,0.0
2011,2,TMAX,14.0,26.0,36.0,48.0,49.0,47.0,47.0,41.0,28.0,34.0,31.0,13.0,27.0,31.0,31.0,34.0,27.0,27.0,30.0,27.0,40.0,9999.0,32.0,9999.0,9999.0,45.0,31.0,31.0,38.0,23.0,25.0
2011,2,TMIN,-9.0,4.0,10.0,21.0,29.0,28.0,28.0,18.0,16.0,22.0,22.0,-10.0,16.0,15.0,16.0,14.0,20.0,19.0,17.0,10.0,11.0,9999.0,2.0,9999.0,9999.0,18.0,22.0,16.0,16.0,6.0,3.0
2011,3,PRCP,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.2,0.0,0.2,0.4,0.4,0.0,0.3,0.6,0.0,0.3,0.1,0.0,0.4,0.2,0.0,0.0,0.0,0.4,0.4,0.0,0.0
2011,3,TMAX,48.0,51.0,47.0,44.0,46.0,41.0,50.0,48.0,33.0,43.0,37.0,42.0,39.0,38.0,36.0,43.0,34.0,31.0,37.0,37.0,33.0,41.0,39.0,40.0,50.0,38.0,39.0,36.0,34.0,29.0,41.0
2011,3,TMIN,19.0,28.0,29.0,28.0,24.0,29.0,29.0,21.0,18.0,18.0,26.0,29.0,24.0,23.0,17.0,16.0,26.0,16.0,15.0,23.0,12.0,11.0,24.0,29.0,33.0,18.0,23.0,26.0,20.0,13.0,23.0
2011,4,PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.5,0.1,0.3,0.3,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.3,0.2,1.0,0.0,9999.0,0.0,0.4,0.0,0.5,0.5,0.1
2011,4,TMAX,54.0,35.0,48.0,48.0,49.0,37.0,45.0,52.0,52.0,46.0,41.0,56.0,43.0,42.0,38.0,39.0,44.0,43.0,32.0,40.0,52.0,35.0,33.0,35.0,9999.0,36.0,51.0,44.0,38.0,37.0,37.0
2011,4,TMIN,38.0,22.0,23.0,29.0,26.0,22.0,20.0,36.0,42.0,34.0,28.0,31.0,29.0,27.0,24.0,26.0,25.0,27.0,18.0,17.0,26.0,18.0,13.0,18.0,9999.0,11.0,27.0,25.0,27.0,22.0,22.0
2011,5,PRCP,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.1,1.0,0.4,0.4,0.0,0.2,0.0,0.2,0.5,0.0,0.1,0.0,0.0,0.3,0.7,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.4,0.3
2011,5,TMAX,44.0,42.0,51.0,55.0,64.0,59.0,60.0,45.0,41.0,40.0,50.0,46.0,46.0,53.0,56.0,48.0,45.0,57.0,53.0,48.0,50.0,43.0,51.0,46.0,59.0,44.0,58.0,58.0,62.0,53.0,38.0
2011,5,TMIN,20.0,29.0,31.0,32.0,40.0,38.0,38.0,31.0,30.0,31.0,30.0,22.0,33.0,38.0,37.0,35.0,34.0,31.0,37.0,34.0,32.0,30.0,33.0,29.0,31.0,28.0,30.0,43.0,44.0,32.0,29.0
2011,6,PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,6,TMAX,63.0,62.0,64.0,60.0,61.0,62.0,68.0,61.0,59.0,63.0,51.0,47.0,58.0,66.0,72.0,75.0,70.0,71.0,67.0,72.0,75.0,73.0,53.0,65.0,9999.0,65.0,70.0,65.0,56.0,60.0,52.0
2011,6,TMIN,45.0,36.0,42.0,47.0,43.0,43.0,45.0,37.0,34.0,41.0,39.0,30.0,39.0,42.0,48.0,55.0,51.0,49.0,48.0,46.0,54.0,51.0,29.0,46.0,9999.0,40.0,49.0,43.0,41.0,37.0,35.0
2011,7,PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.8
2011,7,TMAX,70.0,71.0,71.0,70.0,69.0,70.0,69.0,73.0,75.0,76.0,72.0,77.0,72.0,75.0,74.0,74.0,78.0,76.0,71.0,69.0,74.0,76.0,79.0,76.0,69.0,70.0,72.0,72.0,71.0,69.0,72.0
2011,7,TMIN,47.0,46.0,47.0,50.0,48.0,53.0,52.0,48.0,53.0,52.0,54.0,51.0,51.0,54.0,55.0,50.0,53.0,52.0,49.0,48.0,48.0,53.0,54.0,56.0,54.0,53.0,51.0,48.0,51.0,50.0,47.0
2011,8,PRCP,0.2,0.0,0.1,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.5,0.1,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0
