bib,race,division,city,time,pace
3233,5K,Division:F 50-54,"Payson, UTAH",32:42.3,10:33/M
3234,5K,Division:F 30-34,"Provo, UTAH",18:49.3,6:04/M
3235,5K,Division:F 35-39,"Vineyard, UTAH",24:08.7,7:47/M
3236,5K,Division:M 35-39,"Vineyard, UTAH",24:24.0,7:52/M
3237,5K,Division:M 16-19,"Vineyard, UTAH",21:01.2,6:47/M
3238,5K,Division:M 16-19,"Vineyard, UTAH",21:54.5,7:04/M
3240,5K,Division:F 20-24,"South Jordan, UTAH",28:09.2,9:05/M
3241,5K,Division:F 50-54,"Riverside, CALIFORNIA",27:56.6,9:01/M
3242,5K,Division:F 55-59,"Springville, UTAH",43:19.4,13:59/M
3243,5K,Division:M 16-19,"Saratoga Springs, UTAH",18:33.6,5:59/M
3244,5K,Division:M 20-24,"Chandler, ARIZONA",31:00.5,10:00/M
3245,5K,Division:M 16-19,"Eagle Mountain, UTAH",17:51.7,5:46/M
3246,5K,Division:F 35-39,"Orem, UTAH",1:05:09.4,21:01/M
3247,5K,Division:M 40-44,"Orem, UTAH",1:02:08.2,20:03/M
3248,5K,Division:M 13-15,"Orem, UTAH",49:57.6,16:07/M
3249,5K,Division:F 10-12,"Orem, UTAH",1:05:08.4,21:01/M
3250,5K,Division:F 16-19,"Highland, UTAH",36:49.5,11:53/M
3251,5K,Division:F 13-15,"Highland, UTAH",31:06.2,10:02/M
3252,5K,Division:F 13-15,"American Fork, UTAH",31:07.3,10:02/M
3253,5K,Division:F 13-15,"Highland, UTAH",32:51.3,10:36/M
3254,5K,Division:M 10-12,"Highland, UTAH",36:13.8,11:41/M
3255,5K,Division:M 25-29,"Provo, UTAH",23:12.9,7:29/M
3256,5K,Division:M 13-15,"Highland, UTAH",36:49.6,11:53/M
3257,5K,Division:F 30-34,"Elk Ridge, UTAH",26:39.0,8:36/M
3258,5K,Division:F 30-34,"Provo, UTAH",1:00:58.1,19:40/M
3259,5K,Division:M 16-19,"Provo, UTAH",21:48.5,7:02/M
3260,5K,Division:F 16-19,"Provo, UTAH",41:21.1,13:20/M
3261,5K,Division:F 40-44,"Provo, UTAH",30:51.4,9:57/M
3262,5K,Division:F 20-24,"Springville, UTAH",45:26.2,14:39/M
3263,5K,Division:F 25-29,"Mapleton, UTAH",35:46.5,11:32/M
3264,5K,Division:M 30-34,"Mapleton, UTAH",30:04.0,9:42/M
3265,5K,Division:M 50-54,"Orem, UTAH",40:51.7,13:11/M
3266,5K,Division:M 13-15,"Alpine, UTAH",17:58.5,5:48/M
3268,5K,Division:F 35-39,"Lehi, UTAH",49:09.8,15:52/M
3269,5K,Division:F 50-54,"Lindon, UTAH",25:09.7,8:07/M
3270,5K,Division:F 60-64,"Payson, UTAH",1:01:08.3,19:43/M
3271,5K,Division:F 50-54,"Payson, UTAH",1:01:06.7,19:43/M
3272,5K,Division:M 40-44,"Provo, UTAH",25:26.1,8:12/M
3273,5K,Division:F 16-19,"Orem, UTAH",22:19.4,7:12/M
3274,5K,Division:M 70-80,"Provo, UTAH",53:33.9,17:17/M
3276,5K,Division:M 25-29,"American Fork, UTAH",33:09.2,10:42/M
3277,5K,Division:F 35-39,"Clovis, CALIFORNIA",30:45.6,9:55/M
3278,5K,Division:M 13-15,"Clovis, CALIFORNIA",28:34.0,9:13/M
3279,5K,Division:M 10-12,"Clovis, CALIFORNIA",30:46.3,9:56/M
3280,5K,Division:F 13-15,"Vineyard, UTAH",24:15.3,7:49/M
3281,5K,Division:F 50-54,"Vineyard, UTAH",29:50.9,9:38/M
3282,5K,Division:F 35-39,"Vineyard, UTAH",37:09.5,11:59/M
3283,5K,Division:M 10-12,"Vineyard, UTAH",29:42.7,9:35/M
3284,5K,Division:M 40-44,"Vineyard, UTAH",37:09.9,11:59/M
3285,5K,Division:F 25-29,"Springville, UTAH",39:28.2,12:44/M
3286,5K,Division:F 16-19,"Springville, UTAH",39:24.7,12:43/M
3287,5K,Division:F 45-49,"Chino Hills, CALIFORNIA",53:25.2,17:14/M
3288,5K,Division:M 30-34,"Springville, UTAH",1:18:30.4,25:20/M
3289,5K,Division:F 25-29,"Springville, UTAH",1:18:28.2,25:19/M
3290,5K,Division:F 45-49,"Provo, UTAH",27:22.1,8:50/M
3291,5K,Division:M 40-44,"Lehi, UTAH",34:02.2,10:59/M
3292,5K,Division:F 13-15,"Lehi, UTAH",30:07.8,9:43/M
3293,5K,Division:F 13-15,"Lehi, UTAH",34:02.5,10:59/M
3294,5K,Division:M 10-12,"Lehi, UTAH",30:14.2,9:45/M
3295,5K,Division:F 40-44,"Lindon, UTAH",35:42.9,11:31/M
3296,5K,Division:F 16-19,"Lindon, UTAH",31:59.6,10:19/M
3297,5K,Division:Top Fin,"Orem, UTAH",14:49.5,4:47/M
3298,5K,Division:F 35-39,"La Crescenta, CALIFORNIA",27:32.6,8:53/M
3299,5K,Division:M 25-29,"Orem, UTAH",24:58.2,8:03/M
3300,5K,Division:Top Fin,"Orem, UTAH",17:24.3,5:36/M
3301,5K,Division:M 13-15,"Springville, UTAH",29:33.4,9:32/M
3302,5K,Division:F 35-39,"New York, NEW YORK",25:34.3,8:15/M
3303,5K,Division:M 60-64,"Provo, UTAH",26:01.1,8:24/M
3304,5K,Division:M 35-39,"New York, NEW YORK",25:17.8,8:10/M
3305,5K,Division:M 50-54,"Mayfield, UTAH",1:11:00.1,22:54/M
3306,5K,Division:F 40-44,"Springville, UTAH",55:37.8,17:57/M
3307,5K,Division:F 40-44,"Provo, UTAH",28:33.8,9:13/M
3308,5K,Division:M 40-44,"Provo, UTAH",30:02.8,9:42/M
3309,5K,Division:M 40-44,"Springville, UTAH",55:43.8,17:59/M
3310,5K,Division:M 16-19,"Provo, UTAH",23:49.1,7:41/M
3311,5K,Division:F 13-15,"Provo, UTAH",30:04.7,9:42/M
3312,5K,Division:F 10-12,"Springville, UTAH",36:18.4,11:43/M
3313,5K,Division:M  1- 9,"Springville, UTAH",1:14:36.4,24:04/M
3314,5K,Division:M 30-34,"San Diego, CALIFORNIA",31:10.7,10:03/M
3315,5K,Division:M 40-44,"Springville, UTAH",37:32.4,12:07/M
3316,5K,Division:F 30-34,"Springville, UTAH",37:31.6,12:06/M
3317,5K,Division:F 16-19,"Smithfield, UTAH",28:20.7,9:09/M
3318,5K,Division:F 13-15,"Smithfield, UTAH",34:36.2,11:10/M
3319,5K,Division:M 25-29,"Provo, UTAH",23:50.3,7:41/M
3320,5K,Division:M 13-15,"Highland, UTAH",32:44.3,10:34/M
3321,5K,Division:F 16-19,"Orem, UTAH",23:09.0,7:28/M
3322,5K,Division:F 25-29,"Springville, UTAH",1:38:13.6,31:41/M
3323,5K,Division:M 25-29,"Springville, UTAH",1:38:15.1,31:42/M
3325,5K,Division:F 50-54,"Gilbert, ARIZONA",29:11.6,9:25/M
3326,5K,Division:M 50-54,"Gilbert, ARIZONA",31:14.0,10:05/M
3327,5K,Division:F 16-19,"Gilbert, ARIZONA",27:27.6,8:51/M
3328,5K,Division:M 13-15,"Gilbert, ARIZONA",23:03.0,7:26/M
3329,5K,Division:M 20-24,"Gilbert, ARIZONA",29:19.6,9:28/M
3330,5K,Division:F 20-24,"Gilbert, ARIZONA",29:04.4,9:23/M
3331,5K,Division:M 13-15,"Alpine, UTAH",20:58.1,6:46/M
3332,5K,Division:F 35-39,"Mahomet, ILLINOIS",23:10.7,7:29/M
3333,5K,Division:M 40-44,"Mahomet, ILLINOIS",20:10.1,6:30/M
3334,5K,Division:F 16-19,"Orem, UTAH",42:16.1,13:38/M
3335,5K,Division:M 40-44,"Orem, UTAH",27:56.2,9:01/M
3338,5K,Division:F 30-34,"Provo, UTAH",54:15.4,17:30/M
3339,5K,Division:M 20-24,"Provo, UTAH",22:29.6,7:15/M
3340,5K,Division:F 55-59,"Herriman, UTAH",27:43.7,8:57/M
3341,5K,Division:M 30-34,"Orem, UTAH",42:15.1,13:38/M
3342,5K,Division:F 20-24,"Springville, UTAH",26:06.9,8:25/M
3345,5K,Division:M 50-54,"Provo, UTAH",40:13.6,12:59/M
3346,5K,Division:F 20-24,"Vineyard, UTAH",30:00.3,9:41/M
3347,5K,Division:F 40-44,"Cave Creek, ARIZONA",58:05.6,18:44/M
3348,5K,Division:F 30-34,"Provo, UTAH",35:55.3,11:35/M
3349,5K,Division:M 13-15,"Alpine, UTAH",37:03.6,11:57/M
3350,5K,Division:F 55-59,"Spanish Fork, UTAH",54:35.6,17:37/M
3356,5K,Division:F 65-69,"Orem, UTAH",35:44.7,11:32/M
3357,5K,Division:M 16-19,"Levan, UTAH",34:29.6,11:08/M
3358,5K,Division:F 35-39,"Levan, UTAH",35:20.2,11:24/M
3359,5K,Division:M 50-54,"Provo, UTAH",24:41.8,7:58/M
3360,5K,Division:M 25-29,"Herriman, UTAH",19:48.8,6:23/M
3361,5K,Division:M 25-29,"Orem, UTAH",32:59.4,10:39/M
3362,5K,Division:F 55-59,"Pleasant Grove, UTAH",30:36.0,9:52/M
3363,5K,Division:F 35-39,"Provo, UTAH",31:18.8,10:06/M
3364,5K,Division:F 40-44,"Hauula, HAWAII",45:45.9,14:46/M
3365,5K,Division:M 13-15,"Hauula, HAWAII",26:03.6,8:24/M
3366,5K,Division:F 13-15,"Hauula, HAWAII",45:10.6,14:34/M
3367,5K,Division:M 16-19,"Hauula, HAWAII",1:29:52.4,29:00/M
3368,5K,Division:M 16-19,"Hauula, HAWAII",26:01.7,8:24/M
3369,5K,Division:M 10-12,"Hauula, HAWAII",41:49.0,13:29/M
3370,5K,Division:M 45-49,"Hauula, HAWAII",30:44.6,9:55/M
3371,5K,Division:M 20-24,"Orem, UTAH",30:34.5,9:52/M
3372,5K,Division:F 20-24,"Orem, UTAH",30:35.0,9:52/M
3373,5K,Division:M 45-49,"Provo, UTAH",45:14.2,14:36/M
3374,5K,Division:F 40-44,"Provo, UTAH",45:15.2,14:36/M
3375,5K,Division:M  1- 9,"Provo, UTAH",45:15.0,14:36/M
3376,5K,Division:M 16-19,"West Jordan, UTAH",31:13.4,10:04/M
3377,5K,Division:M  1- 9,"Pleasant Grove, UTAH",32:16.1,10:25/M
3378,5K,Division:F 45-49,"Las Vegas, NEVADA",30:53.7,9:58/M
3379,5K,Division:F 25-29,"Pleasant Grove, UTAH",31:17.9,10:06/M
3380,5K,Division:M 25-29,"Pleasant Grove, UTAH",33:39.8,10:52/M
3381,5K,Division:M 35-39,"Orem, UTAH",28:04.3,9:03/M
3382,5K,Division:M 25-29,"Lindon, UTAH",17:53.2,5:46/M
3383,5K,Division:M  1- 9,"Lindon, UTAH",57:29.2,18:33/M
3384,5K,Division:F 25-29,"Lindon, UTAH",34:45.3,11:13/M
3385,5K,Division:F 60-64,"Springville, UTAH",1:38:16.5,31:42/M
3386,5K,Division:M 16-19,"Draper, UTAH",36:02.2,11:38/M
3387,5K,Division:F 10-12,"Draper, UTAH",30:43.0,9:55/M
3388,5K,Division:F  1- 9,"Rock Springs, WYOMING",57:41.3,18:37/M
3389,5K,Division:M 25-29,"American Fork, UTAH",31:13.3,10:04/M
3390,5K,Division:M 25-29,"Knoxville, TENNESSEE",27:54.8,9:00/M
3391,5K,Division:F  1- 9,"Provo, UTAH",51:43.0,16:41/M
3392,5K,Division:M 45-49,"Provo, UTAH",21:13.7,6:51/M
3393,5K,Division:M 35-39,"Springville, UTAH",22:31.4,7:16/M
3394,5K,Division:M 40-44,"Mapleton, UTAH",26:30.2,8:33/M
3395,5K,Division:M 13-15,"Mapleton, UTAH",37:50.0,12:12/M
3396,5K,Division:M 10-12,"Provo, UTAH",44:50.5,14:28/M
3397,5K,Division:M 40-44,"Twin Falls, IDAHO",27:34.5,8:54/M
3398,5K,Division:M 16-19,"Twin Falls, IDAHO",28:43.4,9:16/M
3399,5K,Division:M  1- 9,"Springville, UTAH",55:38.4,17:57/M
3400,5K,Division:M 25-29,"Provo, UTAH",23:09.4,7:28/M
3401,5K,Division:F 45-49,"Provo, UTAH",33:08.7,10:42/M
3402,5K,Division:M 50-54,"Provo, UTAH",33:05.6,10:41/M
3403,5K,Division:M 25-29,"Provo, UTAH",22:16.9,7:11/M
3404,5K,Division:F 10-12,"Provo, UTAH",31:51.2,10:17/M
3405,5K,Division:M 13-15,"Provo, UTAH",27:48.0,8:58/M
3406,5K,Division:M  1- 9,"Springville, UTAH",42:28.3,13:42/M
3407,5K,Division:F 16-19,"Springville, UTAH",1:14:37.3,24:04/M
3409,5K,Division:M 13-15,"Ojai, CALIFORNIA",34:19.8,11:04/M
3410,5K,Division:F 50-54,"Ojai, CALIFORNIA",35:11.0,11:21/M
3411,5K,Division:F 25-29,"Provo, UTAH",1:05:47.1,21:13/M
3412,5K,Division:M 60-64,"Provo, UTAH",1:05:47.7,21:13/M
3413,5K,Division:F 20-24,"Orem, UTAH",34:34.8,11:09/M
3414,5K,Division:F 16-19,"Cedar Hills, UTAH",30:54.2,9:58/M
3415,5K,Division:M 25-29,"Orem, UTAH",34:13.7,11:03/M
3417,5K,Division:F 45-49,"Elk Ridge, UTAH",25:20.2,8:10/M
3418,5K,Division:M 25-29,"South Jordan, UTAH",43:26.4,14:01/M
3419,5K,Division:F 20-24,"Denver, COLORADO",27:32.8,8:53/M
3420,5K,Division:M 40-44,"Payson, UTAH",26:04.8,8:25/M
3421,5K,Division:M 13-15,"Payson, UTAH",30:25.0,9:49/M
3422,5K,Division:M 13-15,"Payson, UTAH",26:39.9,8:36/M
3423,5K,Division:M 25-29,"Herriman, UTAH",15:54.8,5:08/M
3424,5K,Division:M 25-29,"Provo, UTAH",40:38.8,13:07/M
3425,5K,Division:F 25-29,"Provo, UTAH",40:37.2,13:06/M
3426,5K,Division:M 16-19,"Lehi, UTAH",15:25.4,4:59/M
3428,5K,Division:F 35-39,"Vineyard, UTAH",52:01.9,16:47/M
3429,5K,Division:M  1- 9,"Vineyard, UTAH",55:56.8,18:03/M
3431,5K,Division:M 40-44,"Spanish Fork, UTAH",42:35.3,13:44/M
3434,5K,Division:M  0- 0,",",35:46.1,11:32/M
3437,5K,Division:F 13-15,"Orem, UTAH",28:56.6,9:20/M
3438,5K,Division:F 30-34,"Pleasant Grove, UTAH",36:17.5,11:42/M
3439,5K,Division:F 16-19,"Pleasant Grove, UTAH",29:16.0,9:26/M
3440,5K,Division:F 50-54,"Pleasant Grove, UTAH",31:00.7,10:00/M
3441,5K,Division:M 45-49,"Saratoga Springs, UTAH",32:23.4,10:27/M
3442,5K,Division:M 16-19,"Saratoga Springs, UTAH",32:18.3,10:25/M
3443,5K,Division:M 13-15,"Saratoga Springs, UTAH",25:47.0,8:19/M
3444,5K,Division:M 13-15,"Saratoga Springs, UTAH",25:41.9,8:17/M
3446,5K,Division:F 50-54,"Provo, UTAH",44:24.8,14:20/M
3447,5K,Division:M 50-54,"Provo, UTAH",44:17.1,14:17/M
3448,5K,Division:M 16-19,"Provo, UTAH",22:55.6,7:24/M
3449,5K,Division:M 20-24,"Provo, UTAH",53:55.6,17:24/M
3450,5K,Division:F 20-24,"Provo, UTAH",53:55.4,17:24/M
3451,5K,Division:F 30-34,"Roy, UTAH",25:41.6,8:17/M
3452,5K,Division:M 30-34,"Provo, UTAH",19:51.0,6:24/M
3454,5K,Division:M 35-39,"Mokelumne Hl, CALIFORNIA",45:50.0,14:47/M
3455,5K,Division:F 13-15,"Mokelumne Hl, CALIFORNIA",45:52.9,14:48/M
3457,5K,Division:F 20-24,"Springville, UTAH",34:51.3,11:15/M
3458,5K,Division:M 25-29,"Springville, UTAH",34:53.0,11:15/M
3459,5K,Division:M 16-19,"Lehi, UTAH",16:58.9,5:29/M
3460,5K,Division:M 16-19,"Orem, UTAH",16:42.8,5:23/M
3461,5K,Division:M 16-19,"Orem, UTAH",17:50.8,5:45/M
3462,5K,Division:F 20-24,"Provo, UTAH",22:34.9,7:17/M
3463,5K,Division:F 35-39,"Provo, UTAH",33:53.0,10:56/M
3464,5K,Division:M 35-39,"Provo, UTAH",30:45.3,9:55/M
3465,5K,Division:M 10-12,"Provo, UTAH",24:18.3,7:50/M
3466,5K,Division:M  1- 9,"Provo, UTAH",29:17.6,9:27/M
3467,5K,Division:M  1- 9,"Provo, UTAH",30:44.9,9:55/M
3468,5K,Division:M 20-24,"Provo, UTAH",28:02.1,9:03/M
3469,5K,Division:M 13-15,"Saratoga Springs, UTAH",29:26.7,9:30/M
3470,5K,Division:F 45-49,"Las Vegas, NEVADA",45:00.9,14:31/M
3471,5K,Division:M 16-19,"Las Vegas, NEVADA",44:49.3,14:28/M
3472,5K,Division:M 10-12,"Las Vegas, NEVADA",44:49.5,14:28/M
3474,5K,Division:M 30-34,"American Fork, UTAH",25:34.2,8:15/M
3475,5K,Division:F 30-34,"American Fork, UTAH",32:58.0,10:38/M
3476,5K,Division:F 40-44,"Provo, UTAH",48:25.7,15:37/M
3477,5K,Division:F 16-19,"Provo, UTAH",36:17.3,11:42/M
3479,5K,Division:M 16-19,"Springville, UTAH",18:46.6,6:03/M
3480,5K,Division:F 25-29,"Pleasant Grove, UTAH",30:54.7,9:58/M
3481,5K,Division:F 13-15,"Provo, UTAH",27:47.8,8:58/M
3482,5K,Division:M 40-44,"Provo, UTAH",32:50.9,10:36/M
3483,5K,Division:F 50-54,"Lehi, UTAH",48:19.1,15:35/M
3484,5K,Division:F 20-24,"Provo, UTAH",38:09.0,12:18/M
3485,5K,Division:M 20-24,"Provo, UTAH",22:11.8,7:10/M
3486,5K,Division:M  1- 9,"Provo, UTAH",48:10.4,15:32/M
3487,5K,Division:M 20-24,"Springville, UTAH",30:49.8,9:57/M
3488,5K,Division:M 20-24,"Springville, UTAH",24:49.7,8:01/M
3489,5K,Division:M 25-29,"Scottsdale, ARIZONA",26:33.6,8:34/M
3490,5K,Division:F 45-49,"Visalia, CALIFORNIA",35:44.8,11:32/M
3491,5K,Division:M 10-12,"Visalia, CALIFORNIA",35:33.7,11:28/M
3492,5K,Division:F 16-19,"Visalia, CALIFORNIA",30:17.7,9:46/M
3493,5K,Division:M 13-15,"Visalia, CALIFORNIA",24:28.5,7:54/M
3494,5K,Division:M 45-49,"Visalia, CALIFORNIA",24:36.8,7:56/M
3495,5K,Division:M 16-19,"Visalia, CALIFORNIA",26:19.0,8:29/M
3496,5K,Division:M 50-54,"Eagle Mountain, UTAH",38:50.8,12:32/M
3497,5K,Division:M 16-19,"Eagle Mountain, UTAH",31:23.9,10:08/M
3499,5K,Division:M 13-15,"Eagle Mountain, UTAH",31:45.8,10:15/M
3500,5K,Division:M 10-12,"Eagle Mountain, UTAH",42:03.1,13:34/M
3501,5K,Division:M 13-15,"Lehi, UTAH",30:07.8,9:43/M
3502,5K,Division:M 40-44,"Draper, UTAH",28:54.9,9:20/M
3503,5K,Division:M 40-44,"Alpine, UTAH",29:26.0,9:30/M
3504,5K,Division:F 35-39,"Provo, UTAH",32:54.4,10:37/M
3506,5K,Division:M  1- 9,"Provo, UTAH",32:44.7,10:34/M
3507,5K,Division:F  1- 9,"Provo, UTAH",32:53.1,10:37/M
3509,5K,Division:M 45-49,"Orem, UTAH",56:21.8,18:11/M
3510,5K,Division:F 65-69,"Orem, UTAH",56:24.8,18:12/M
3511,5K,Division:M 10-12,"Orem, UTAH",36:33.0,11:47/M
3512,5K,Division:F 20-24,"Pleasant Grove, UTAH",34:00.4,10:58/M
3513,5K,Division:M 25-29,"Pleasant Grove, UTAH",34:00.4,10:58/M
3517,5K,Division:M 25-29,"Millcreek, UTAH",37:12.8,12:00/M
3518,5K,Division:F 25-29,"Millcreek, UTAH",37:11.7,12:00/M
3520,5K,Division:M 30-34,"Spanish Fork, UTAH",30:30.7,9:51/M
3521,5K,Division:F  1- 9,"Provo, UTAH",36:51.3,11:53/M
3522,5K,Division:F 55-59,"Provo, UTAH",46:39.7,15:03/M
3523,5K,Division:M 50-54,"Provo, UTAH",53:52.2,17:23/M
3524,5K,Division:F 45-49,"Provo, UTAH",53:52.4,17:23/M
3525,5K,Division:M 55-59,"Provo, UTAH",45:08.9,14:34/M
3526,5K,Division:F 25-29,"Saratoga Springs, UTAH",46:01.1,14:51/M
3527,5K,Division:M 30-34,"Saratoga Springs, UTAH",46:01.8,14:51/M
3528,5K,Division:F  1- 9,"Saratoga Springs, UTAH",46:00.1,14:50/M
3529,5K,Division:M  1- 9,"Saratoga Springs, UTAH",46:00.9,14:51/M
3530,5K,Division:M  1- 9,"Mokelumne Hl, CALIFORNIA",35:27.4,11:26/M
3531,5K,Division:M 35-39,"Provo, UTAH",39:38.1,12:47/M
3532,5K,Division:M 10-12,"Provo, UTAH",39:38.0,12:47/M
3533,5K,Division:M 35-39,"Palo Alto, CALIFORNIA",44:17.4,14:17/M
3534,5K,Division:M 10-12,"Palo Alto, CALIFORNIA",24:32.4,7:55/M
3535,5K,Division:F  1- 9,"Palo Alto, CALIFORNIA",43:43.5,14:06/M
3536,5K,Division:F 35-39,"Saratoga Springs, UTAH",24:54.2,8:02/M
3537,5K,Division:F 50-54,"Orem, UTAH",55:05.2,17:46/M
3538,5K,Division:M 50-54,"Orem, UTAH",55:05.1,17:46/M
3539,5K,Division:F 20-24,"Orem, UTAH",30:01.7,9:41/M
3540,5K,Division:F 20-24,"Orem, UTAH",25:32.7,8:14/M
3541,5K,Division:F 20-24,"Orem, UTAH",24:19.8,7:51/M
3542,5K,Division:M 25-29,"Orem, UTAH",24:28.3,7:54/M
3543,5K,Division:M 25-29,"Highland, UTAH",30:08.2,9:43/M
3544,5K,Division:M 25-29,"Alpine, UTAH",23:23.0,7:33/M
3545,5K,Division:F 20-24,"Alpine, UTAH",25:12.2,8:08/M
3546,5K,Division:M 20-24,"Alpine, UTAH",20:49.2,6:43/M
3547,5K,Division:F 16-19,"Alpine, UTAH",25:24.2,8:12/M
3549,5K,Division:F 20-24,"Provo, UTAH",39:26.4,12:43/M
3550,5K,Division:F 30-34,"Lehi, UTAH",57:51.9,18:40/M
3551,5K,Division:F 30-34,"Lehi, UTAH",57:52.2,18:40/M
3552,5K,Division:M 25-29,"Springville, UTAH",20:50.1,6:43/M
4003,1 Mile,Division:M  6- 7,"Provo, UTAH",9:30.2,9:30/M
4004,1 Mile,Division:F 14-99,"Provo, UTAH",26:15.6,26:16/M
4006,1 Mile,Division:M 14-99,"Provo, UTAH",12:26.2,12:26/M
4007,1 Mile,Division:F 14-99,"Provo, UTAH",12:47.7,12:48/M
4008,1 Mile,Division:F 10-11,"Eagle Mountain, UTAH",11:31.9,11:32/M
4009,1 Mile,Division:F 12-13,"Eagle Mountain, UTAH",9:56.6,9:57/M
4010,1 Mile,Division:M 14-99,"Eagle Mountain, UTAH",9:54.7,9:55/M
4013,1 Mile,Division:M  6- 7,"Provo, UTAH",9:25.6,9:26/M
4014,1 Mile,Division:F 14-99,"Orem, UTAH",12:55.7,12:56/M
4015,1 Mile,Division:F 14-99,"Orem, UTAH",12:56.6,12:57/M
4016,1 Mile,Division:M  8- 9,"Provo, UTAH",8:53.2,8:53/M
4017,1 Mile,Division:M  6- 7,"Provo, UTAH",8:31.5,8:32/M
4018,1 Mile,Division:M  4- 5,"Payson, UTAH",10:56.6,10:57/M
4019,1 Mile,Division:F 14-99,"Payson, UTAH",10:56.6,10:57/M
4020,1 Mile,Division:F 10-11,"Roseville, CALIFORNIA",9:13.6,9:14/M
4021,1 Mile,Division:M 14-99,"Orem, UTAH",9:24.5,9:25/M
4022,1 Mile,Division:F  8- 9,"Provo, UTAH",12:37.8,12:38/M
4023,1 Mile,Division:F  6- 7,"Provo, UTAH",9:03.2,9:03/M
4024,1 Mile,Division:M  8- 9,"Orem, UTAH",12:40.2,12:40/M
4025,1 Mile,Division:M  6- 7,"Orem, UTAH",10:43.6,10:44/M
4026,1 Mile,Division:F 14-99,"Orem, UTAH",10:42.0,10:42/M
4027,1 Mile,Division:F  8- 9,"Heber City, UTAH",8:07.7,8:08/M
4028,1 Mile,Division:F  4- 5,"Heber City, UTAH",8:45.1,8:45/M
4029,1 Mile,Division:M 14-99,"Chandler, ARIZONA",10:26.1,10:26/M
4030,1 Mile,Division:F 14-99,"Chandler, ARIZONA",10:01.6,10:02/M
4031,1 Mile,Division:M  8- 9,"Chandler, ARIZONA",8:01.9,8:02/M
4032,1 Mile,Division:M  6- 7,"Chandler, ARIZONA",10:03.4,10:03/M
4033,1 Mile,Division:M  4- 5,"Chandler, ARIZONA",10:29.4,10:29/M
4034,1 Mile,Division:M  8- 9,"Gilbert, ARIZONA",11:35.4,11:35/M
4035,1 Mile,Division:M  6- 7,"Gilbert, ARIZONA",12:41.0,12:41/M
4036,1 Mile,Division:M  4- 5,"Gilbert, ARIZONA",12:42.6,12:43/M
4037,1 Mile,Division:M 14-99,"Gilbert, ARIZONA",12:42.8,12:43/M
4038,1 Mile,Division:M 14-99,"Norman, OKLAHOMA",8:42.7,8:43/M
4039,1 Mile,Division:M  8- 9,"Norman, OKLAHOMA",8:24.8,8:25/M
4040,1 Mile,Division:F  6- 7,"Norman, OKLAHOMA",8:43.2,8:43/M
4044,1 Mile,Division:M 14-99,"Lafayette, INDIANA",9:07.3,9:07/M
4045,1 Mile,Division:F 14-99,"Lafayette, INDIANA",6:47.6,6:48/M
4046,1 Mile,Division:F 12-13,"Lafayette, INDIANA",6:45.2,6:45/M
4047,1 Mile,Division:M 10-11,"Lafayette, INDIANA",8:54.0,8:54/M
4048,1 Mile,Division:F  8- 9,"Lafayette, INDIANA",9:09.1,9:09/M
4049,1 Mile,Division:M  6- 7,"Lafayette, INDIANA",8:39.1,8:39/M
4050,1 Mile,Division:M 14-99,"Riverton, UTAH",10:10.5,10:11/M
4051,1 Mile,Division:F 14-99,"Riverton, UTAH",16:58.2,16:58/M
4052,1 Mile,Division:M  8- 9,"Riverton, UTAH",9:18.7,9:19/M
4053,1 Mile,Division:M  6- 7,"Riverton, UTAH",10:10.5,10:11/M
4054,1 Mile,Division:F 14-99,"Provo, UTAH",9:37.9,9:38/M
4055,1 Mile,Division:F 12-13,"Winter Garden, FLORIDA",6:42.8,6:43/M
4056,1 Mile,Division:F 10-11,"Winter Garden, FLORIDA",7:33.6,7:34/M
4058,1 Mile,Division:M  8- 9,"Spanish Fork, UTAH",6:36.7,6:37/M
4059,1 Mile,Division:F  6- 7,"Spanish Fork, UTAH",7:13.2,7:13/M
4060,1 Mile,Division:F  6- 7,"Eagle Mountain, UTAH",9:09.5,9:10/M
4061,1 Mile,Division:M 14-99,"Eagle Mountain, UTAH",9:09.3,9:09/M
4062,1 Mile,Division:F 12-13,"Spanish Fork, UTAH",8:36.3,8:36/M
4063,1 Mile,Division:M 10-11,"Spanish Fork, UTAH",5:53.6,5:54/M
4064,1 Mile,Division:F  4- 5,"Spanish Fork, UTAH",9:33.5,9:34/M
4065,1 Mile,Division:M 14-99,"Provo, UTAH",18:31.4,18:31/M
4067,1 Mile,Division:F 14-99,"Woodbury, MINNESOTA",16:24.0,16:24/M
4068,10K,Division:M 20-24,"Santa Clara, UTAH",53:16.4,8:36/M
4069,1 Mile,Division:F 12-13,"Woodbury, MINNESOTA",8:36.0,8:36/M
4070,1 Mile,Division:M  6- 7,"Woodbury, MINNESOTA",8:36.4,8:36/M
4071,1 Mile,Division:M 14-99,"Santa Clara, UTAH",53:29.8,53:30/M
4073,1 Mile,Division:M 12-13,"Santa Clara, UTAH",5:55.1,5:55/M
4074,1 Mile,Division:F 12-13,"Santa Clara, UTAH",7:03.6,7:04/M
4075,1 Mile,Division:M 14-99,"Provo, UTAH",17:18.7,17:19/M
4076,1 Mile,Division:F 14-99,"Provo, UTAH",8:33.6,8:34/M
4077,1 Mile,Division:M  8- 9,"Provo, UTAH",7:40.4,7:40/M
4078,1 Mile,Division:M 14-99,"Springville, UTAH",9:31.0,9:31/M
