bib,race,division,city,time,pace
101,10K,Division:M 25-29,"Provo, UTAH",1:24:30.4,13:38/M
102,5K,Division:F 40-44,"Spanish Fork, UTAH",41:49.8,13:30/M
103,10K,Division:M 30-34,"Vineyard, UTAH",1:28:59.8,14:21/M
104,10K,Division:M 35-39,"Syracuse, UTAH",55:36.1,8:58/M
106,5K,Division:F 40-44,"American Fork, UTAH",41:49.0,13:29/M
107,10K,Division:M 25-29,"Provo, UTAH",1:03:33.3,10:15/M
108,10K,Division:M 30-34,"Provo, UTAH",1:08:11.6,11:00/M
109,10K,Division:M 45-49,"Spanish Fork, UTAH",58:52.3,9:30/M
110,10K,Division:M 16-19,"Spanish Fork, UTAH",51:43.9,8:21/M
111,10K,Division:F 45-49,"Spanish Fork, UTAH",1:13:58.3,11:56/M
114,10K,Division:F 35-39,"Orem, UTAH",1:02:03.8,10:01/M
115,10K,Division:M 35-39,"Orem, UTAH",1:02:03.6,10:01/M
116,10K,Division:F 30-34,"Orem, UTAH",1:00:18.1,9:44/M
117,10K,Division:F 30-34,"Vineyard, UTAH",1:04:41.4,10:26/M
119,10K,Division:M 20-24,"Provo, UTAH",38:27.7,6:12/M
120,10K,Division:M 40-44,"Honolulu, HAWAII",42:39.2,6:53/M
121,10K,Division:F 45-49,"Daly City, CALIFORNIA",1:09:41.9,11:15/M
122,10K,Division:M 45-49,"Daly City, CALIFORNIA",1:09:42.3,11:15/M
123,10K,Division:F 20-24,"Austin, TEXAS",1:10:13.0,11:20/M
124,10K,Division:M 30-34,"Kailua, HAWAII",1:03:11.8,10:12/M
127,10K,Division:M 65-69,"Provo, UTAH",1:12:09.5,11:38/M
128,10K,Division:F 20-24,"Lehi, UTAH",58:02.8,9:22/M
129,10K,Division:M 35-39,"Lehi, UTAH",1:05:14.5,10:31/M
130,10K,Division:F 35-39,"Lehi, UTAH",1:01:56.7,9:59/M
131,10K,Division:M 25-29,"Spanish Fork, UTAH",1:00:14.8,9:43/M
132,10K,Division:F 65-69,"Orem, UTAH",1:16:50.0,12:24/M
133,10K,Division:M 40-44,"Orem, UTAH",1:10:26.2,11:22/M
134,10K,Division:F 25-29,"Payson, UTAH",46:33.9,7:31/M
135,10K,Division:F 40-44,"Provo, UTAH",53:28.3,8:37/M
138,10K,Division:F 25-29,"Provo, UTAH",47:02.6,7:35/M
139,10K,Division:Top Fin,"Provo, UTAH",31:29.8,5:05/M
142,10K,Division:M 45-49,"Burlington, WASHINGTON",54:08.3,8:44/M
143,10K,Division:M 20-24,"Orem, UTAH",1:07:40.6,10:55/M
144,10K,Division:M 30-34,"Midvale, UTAH",43:47.6,7:04/M
145,10K,Division:F 25-29,"Provo, UTAH",49:19.9,7:57/M
146,10K,Division:F 40-44,"Provo, UTAH",55:21.6,8:56/M
147,10K,Division:F 25-29,"Springfield, OREGON",1:00:58.0,9:50/M
148,10K,Division:F 55-59,"Springfield, OREGON",1:01:22.2,9:54/M
149,10K,Division:F 35-39,"Provo, UTAH",1:12:12.3,11:39/M
150,10K,Division:F 40-44,"Lehi, UTAH",45:26.0,7:20/M
151,10K,Division:M 25-29,"Payson, UTAH",35:32.2,5:44/M
152,10K,Division:M 55-59,"Pleasant Grove, UTAH",1:05:25.5,10:33/M
153,10K,Division:F 10-12,"American Fork, UTAH",1:05:19.0,10:32/M
154,10K,Division:M 30-34,"Herriman, UTAH",48:45.1,7:52/M
155,10K,Division:F 40-44,"Highland, UTAH",43:04.4,6:57/M
156,5K,Division:M 40-44,"Highland, UTAH",1:00:36.3,19:33/M
157,10K,Division:M 20-24,"Provo, UTAH",49:02.7,7:55/M
158,10K,Division:M 20-24,"Cedar Hills, UTAH",1:14:00.6,11:56/M
159,10K,Division:M 25-29,"South Jordan, UTAH",41:25.7,6:41/M
160,10K,Division:F 40-44,"Orem, UTAH",1:16:38.1,12:22/M
161,10K,Division:M 16-19,"Orem, UTAH",56:55.9,9:11/M
162,10K,Division:M 40-44,"Heber City, UTAH",1:04:54.0,10:28/M
163,10K,Division:M 30-34,"Orem, UTAH",1:11:06.2,11:28/M
164,10K,Division:F 25-29,"Orem, UTAH",1:11:04.9,11:28/M
165,10K,Division:F 30-34,"Flagstaff, ARIZONA",1:21:00.3,13:04/M
166,10K,Division:F 30-34,"Provo, UTAH",1:21:52.2,13:12/M
167,10K,Division:F 20-24,"Provo, UTAH",42:47.6,6:54/M
168,10K,Division:M 45-49,"Riverton, UTAH",43:19.5,6:59/M
169,10K,Division:M 20-24,"Riverton, UTAH",49:48.4,8:02/M
170,10K,Division:F 40-44,"Winter Garden, FLORIDA",1:15:29.6,12:11/M
171,10K,Division:M 50-54,"Salem, UTAH",49:41.3,8:01/M
173,10K,Division:F 45-49,"Spanish Fork, UTAH",51:26.5,8:18/M
174,10K,Division:F 30-34,"Vineyard, UTAH",49:04.0,7:55/M
175,10K,Division:M 50-54,"Highland, UTAH",53:10.2,8:35/M
176,10K,Division:F 50-54,"Highland, UTAH",54:49.5,8:51/M
177,10K,Division:M 45-49,"Provo, UTAH",1:18:07.4,12:36/M
178,10K,Division:M 50-54,"American Fork, UTAH",47:23.2,7:39/M
179,10K,Division:F 40-44,"Orem, UTAH",46:15.1,7:28/M
180,5K,Division:M 50-54,"Orem, UTAH",28:03.1,9:03/M
181,10K,Division:F 25-29,"Provo, UTAH",48:45.0,7:52/M
182,10K,Division:F 20-24,"Highland, UTAH",52:29.0,8:28/M
183,10K,Division:F 20-24,"Highland, UTAH",52:48.1,8:31/M
184,10K,Division:M 45-49,"Santa Clara, UTAH",48:21.6,7:48/M
185,10K,Division:F 45-49,"Santa Clara, UTAH",48:04.1,7:45/M
186,10K,Division:F 16-19,"Las Vegas, NEVADA",1:09:47.2,11:15/M
187,10K,Division:F 20-24,"Orem, UTAH",57:15.3,9:14/M
188,10K,Division:M 20-24,"Orem, UTAH",56:57.9,9:11/M
189,10K,Division:M 65-69,"Draper, UTAH",1:25:20.2,13:46/M
190,10K,Division:F 20-24,"Provo, UTAH",1:09:49.3,11:16/M
191,10K,Division:F 40-44,"American Fork, UTAH",48:59.2,7:54/M
192,10K,Division:F 20-24,"Lehi, UTAH",50:35.2,8:10/M
194,10K,Division:M 40-44,"Vancouver, WASHINGTON",48:32.5,7:50/M
195,10K,Division:M 50-54,"Orem, UTAH",1:15:21.6,12:09/M
196,10K,Division:F 50-54,"Orem, UTAH",1:15:24.0,12:10/M
198,10K,Division:M 65-69,"Orem, UTAH",1:01:31.4,9:55/M
199,10K,Division:F 65-69,"American Fork, UTAH",1:27:48.6,14:10/M
200,10K,Division:F 25-29,"American Fork, UTAH",1:00:01.7,9:41/M
202,10K,Division:F 30-34,"Springville, UTAH",1:02:25.3,10:04/M
203,10K,Division:F 30-34,"Bakersfield, CALIFORNIA",56:50.1,9:10/M
204,10K,Division:M 30-34,"Saint Louis, MISSOURI",1:02:26.1,10:04/M
205,10K,Division:M 30-34,"Henderson, NEVADA",50:38.0,8:10/M
206,10K,Division:F 25-29,"Henderson, NEVADA",1:00:51.1,9:49/M
208,10K,Division:F 35-39,"South Jordan, UTAH",54:41.3,8:49/M
209,10K,Division:M 10-12,"South Jordan, UTAH",54:19.4,8:46/M
210,10K,Division:F 35-39,"Saint George, UTAH",46:10.2,7:27/M
211,10K,Division:M 55-59,"Provo, UTAH",58:46.5,9:29/M
212,10K,Division:F 16-19,"Provo, UTAH",43:52.4,7:05/M
213,10K,Division:M 30-34,"Pittsburg, CALIFORNIA",50:43.2,8:11/M
214,10K,Division:M 35-39,"Mesa, ARIZONA",55:41.0,8:59/M
215,10K,Division:F 40-44,"Midvale, UTAH",55:41.0,8:59/M
216,5K,Division:F 20-24,"Provo, UTAH",29:21.9,9:28/M
217,10K,Division:F 20-24,"Springville, UTAH",1:05:52.0,10:37/M
218,10K,Division:M 20-24,"Heber City, UTAH",59:43.9,9:38/M
219,10K,Division:M 25-29,"Orem, UTAH",1:14:51.2,12:04/M
220,5K,Division:M 40-44,"Lehi, UTAH",37:20.7,12:03/M
221,10K,Division:F 20-24,"Provo, UTAH",53:40.4,8:39/M
222,10K,Division:M 55-59,"St George, UTAH",56:54.5,9:11/M
223,10K,Division:M 45-49,"Pleasant Grove, UTAH",52:56.6,8:32/M
224,10K,Division:M 25-29,"St George, UTAH",47:05.1,7:36/M
225,10K,Division:M 16-19,"Pleasant Grove, UTAH",52:27.7,8:28/M
226,10K,Division:M 20-24,"St George, UTAH",56:24.1,9:06/M
227,10K,Division:M 35-39,"Vineyard, UTAH",58:08.6,9:23/M
229,10K,Division:M 45-49,"Flower Mound, TEXAS",48:29.5,7:49/M
230,10K,Division:M 13-15,"Flower Mound, TEXAS",54:59.4,8:52/M
231,10K,Division:F 16-19,"Flower Mound, TEXAS",1:12:58.9,11:46/M
232,10K,Division:M 20-24,"Flower Mound, TEXAS",54:59.4,8:52/M
233,10K,Division:F 25-29,"American Fork, UTAH",1:00:08.8,9:42/M
234,10K,Division:F 55-59,"Elk Ridge, UTAH",55:15.0,8:55/M
235,10K,Division:M 20-24,"Colorado Spgs, COLORADO",48:20.6,7:48/M
236,10K,Division:F 16-19,"Pleasant Grove, UTAH",47:39.6,7:41/M
237,10K,Division:F 20-24,"Provo, UTAH",56:26.0,9:06/M
238,10K,Division:M 50-54,"Pleasant Grove, UTAH",1:04:22.3,10:23/M
239,10K,Division:M 50-54,"Thornton, COLORADO",53:41.7,8:40/M
240,10K,Division:F 40-44,"Lehi, UTAH",47:28.2,7:39/M
241,10K,Division:F 45-49,"Springville, UTAH",1:05:46.7,10:37/M
242,10K,Division:M 13-15,"Springville, UTAH",44:56.3,7:15/M
243,10K,Division:M 40-44,"Salem, UTAH",47:47.3,7:42/M
244,5K,Division:F 45-49,"Visalia, CALIFORNIA",35:10.2,11:21/M
245,5K,Division:M 45-49,"Visalia, CALIFORNIA",35:10.7,11:21/M
246,10K,Division:M 35-39,"Pleasant Grove, UTAH",55:02.9,8:53/M
247,10K,Division:M 60-64,"Orem, UTAH",50:39.4,8:10/M
248,10K,Division:F 45-49,"Spanish Fork, UTAH",57:53.7,9:20/M
249,10K,Division:M 50-54,"Spanish Fork, UTAH",1:00:48.5,9:48/M
250,10K,Division:Top Fin,"Spanish Fork, UTAH",39:30.1,6:18/M
251,10K,Division:M 60-64,"Provo, UTAH",56:42.5,9:09/M
252,10K,Division:F 30-34,"Lehi, UTAH",59:41.6,9:38/M
255,5K,Division:F 55-59,"Draper, UTAH",25:25.7,8:12/M
256,10K,Division:F 30-34,"Lehi, UTAH",1:00:19.4,9:44/M
257,10K,Division:F 25-29,"Lehi, UTAH",57:28.7,9:16/M
258,10K,Division:F 30-34,"Lehi, UTAH",1:12:41.1,11:43/M
259,10K,Division:F 25-29,"Lindon, UTAH",1:06:46.3,10:46/M
260,5K,Division:F 40-44,"South Jordan, UTAH",24:02.9,7:45/M
261,10K,Division:M 45-49,"Gilbert, ARIZONA",51:02.3,8:14/M
262,10K,Division:F 30-34,"Provo, UTAH",1:05:56.0,10:38/M
263,10K,Division:F 35-39,"Provo, UTAH",1:05:56.2,10:38/M
264,10K,Division:M 35-39,"San Francisco, CALIFORNIA",1:06:05.8,10:40/M
265,10K,Division:M 25-29,"Springville, UTAH",1:11:23.4,11:31/M
266,10K,Division:F 25-29,"Springville, UTAH",1:11:23.6,11:31/M
267,10K,Division:F 20-24,"Burlington, WASHINGTON",1:02:53.9,10:09/M
268,10K,Division:F 20-24,"Daly City, CALIFORNIA",58:08.7,9:23/M
269,10K,Division:M 30-34,"Springville, UTAH",1:11:46.2,11:35/M
270,10K,Division:M 50-54,"Pleasant Grv, UTAH",45:51.8,7:24/M
271,10K,Division:M 20-24,"Pleasant Grv, UTAH",45:27.1,7:20/M
272,10K,Division:F 30-34,"Lehi, UTAH",58:40.6,9:28/M
275,10K,Division:F 35-39,"Provo, UTAH",1:13:45.5,11:54/M
276,10K,Division:M 40-44,"Buena Vista, VIRGINIA",47:28.2,7:39/M
277,10K,Division:F 35-39,"Spanish Fork, UTAH",1:08:36.3,11:04/M
279,10K,Division:M 35-39,"Vineyard, UTAH",55:57.5,9:02/M
280,10K,Division:M 45-49,"Lehi, UTAH",1:12:27.5,11:41/M
281,10K,Division:F 50-54,"Salem, UTAH",1:05:38.4,10:35/M
282,10K,Division:M 50-54,"Salem, UTAH",55:45.9,9:00/M
283,10K,Division:M 45-49,"Orem, UTAH",56:50.3,9:10/M
284,10K,Division:F 30-34,"Lehi, UTAH",1:13:34.9,11:52/M
285,10K,Division:M 30-34,"Heber City, UTAH",1:00:51.1,9:49/M
286,10K,Division:M 20-24,"Lehi, UTAH",47:17.4,7:38/M
287,10K,Division:F 40-44,"Springville, UTAH",51:26.0,8:18/M
288,10K,Division:F 70-80,"Orem, UTAH",1:00:56.2,9:50/M
289,10K,Division:M 55-59,"Springville, UTAH",1:01:41.1,9:57/M
290,10K,Division:M 30-34,"Springville, UTAH",1:00:15.8,9:43/M
293,10K,Division:M 16-19,"Provo, UTAH",44:13.0,7:08/M
294,10K,Division:F 40-44,"Vernal, UTAH",52:58.9,8:33/M
295,10K,Division:F 40-44,"Springville, UTAH",1:07:44.0,10:55/M
296,10K,Division:M 35-39,"Springville, UTAH",1:12:51.1,11:45/M
298,5K,Division:M 13-15,"Clovis, CALIFORNIA",1:02:20.0,20:06/M
299,10K,Division:M 35-39,"Grand Junction, COLORADO",50:50.6,8:12/M
300,10K,Division:M 30-34,"Pleasant Grove, UTAH",47:43.2,7:42/M
301,10K,Division:M 45-49,"Provo, UTAH",38:51.1,6:16/M
302,10K,Division:F 45-49,"Provo, UTAH",1:00:20.4,9:44/M
303,10K,Division:M 16-19,"Provo, UTAH",43:55.6,7:05/M
304,10K,Division:F 13-15,"Provo, UTAH",52:40.6,8:30/M
305,10K,Division:M 35-39,"Provo, UTAH",52:42.9,8:30/M
306,5K,Division:F 25-29,"Provo, UTAH",25:45.5,8:19/M
307,10K,Division:M 40-44,"Provo, UTAH",57:12.9,9:14/M
308,10K,Division:M 16-19,"Provo, UTAH",48:41.1,7:51/M
309,10K,Division:M 13-15,"Provo, UTAH",45:35.3,7:21/M
310,10K,Division:M 40-44,"Orem, UTAH",54:52.2,8:51/M
312,10K,Division:M 25-29,"Provo, UTAH",1:00:37.2,9:47/M
313,10K,Division:F 20-24,"Provo, UTAH",1:01:23.6,9:54/M
314,10K,Division:M 13-15,"Provo, UTAH",43:15.3,6:59/M
315,10K,Division:F 35-39,"Spanish Fork, UTAH",58:25.9,9:25/M
317,10K,Division:M 55-59,"Spanish Fork, UTAH",1:03:05.7,10:11/M
318,10K,Division:M 25-29,"Spanish Fork, UTAH",57:06.8,9:13/M
319,10K,Division:F 20-24,"Orem, UTAH",1:09:40.9,11:14/M
320,10K,Division:F 20-24,"Provo, UTAH",1:14:28.3,12:01/M
321,10K,Division:F 16-19,"Provo, UTAH",1:08:49.6,11:06/M
322,10K,Division:F 40-44,"Henderson, NEVADA",1:11:15.5,11:30/M
323,10K,Division:F 13-15,"Henderson, NEVADA",1:11:15.1,11:30/M
327,5K,Division:F 16-19,"Provo, UTAH",31:34.7,10:11/M
328,5K,Division:F 20-24,"Provo, UTAH",32:31.3,10:29/M
330,10K,Division:M 65-69,"Provo, UTAH",1:03:19.5,10:13/M
331,10K,Division:M 40-44,"Spanish Fork, UTAH",54:54.7,8:51/M
332,10K,Division:F 20-24,"Cedar Hills, UTAH",1:04:15.8,10:22/M
333,10K,Division:F 55-59,"Flower Mound, TEXAS",49:01.5,7:54/M
334,10K,Division:M 55-59,"Flower Mound, TEXAS",1:10:14.6,11:20/M
335,10K,Division:F 40-44,"Provo, UTAH",46:03.2,7:26/M
336,10K,Division:M 60-64,"Highland, UTAH",1:01:46.5,9:58/M
337,10K,Division:M 40-44,"Provo, UTAH",53:41.8,8:40/M
338,10K,Division:M 35-39,"Provo, UTAH",1:17:07.7,12:26/M
339,10K,Division:F 35-39,"Roosevelt, UTAH",51:13.6,8:16/M
340,10K,Division:F 40-44,"Las Vegas, NEVADA",51:15.3,8:16/M
341,10K,Division:F 25-29,"Provo, UTAH",55:30.2,8:57/M
342,10K,Division:M 45-49,"Provo, UTAH",1:05:24.3,10:33/M
343,10K,Division:M 16-19,"Provo, UTAH",59:54.6,9:40/M
345,10K,Division:M 20-24,"Spanish Fork, UTAH",55:01.3,8:52/M
346,10K,Division:F 20-24,"Pleasant Grove, UTAH",55:00.8,8:52/M
347,10K,Division:M 20-24,"Vail, ARIZONA",46:33.9,7:31/M
349,10K,Division:F 45-49,"Gilbert, ARIZONA",56:03.3,9:02/M
350,10K,Division:M 13-15,"Gilbert, ARIZONA",1:03:57.2,10:19/M
351,10K,Division:F 20-24,"Highland, UTAH",59:26.2,9:35/M
352,10K,Division:M 25-29,"Highland, UTAH",59:25.7,9:35/M
353,10K,Division:M 35-39,"Eagle Mountain, UTAH",1:12:16.8,11:39/M
354,10K,Division:M 35-39,"San Jose, CALIFORNIA",54:36.1,8:48/M
358,10K,Division:F 35-39,"Springville, UTAH",49:18.6,7:57/M
359,10K,Division:M 13-15,"Springville, UTAH",1:03:25.5,10:14/M
360,10K,Division:F 70-80,"Dolores, COLORADO",1:21:24.1,13:08/M
361,10K,Division:F 35-39,"Orem, UTAH",49:17.9,7:57/M
362,10K,Division:Top Fin,"Highland, UTAH",30:55.4,4:59/M
363,10K,Division:F 20-24,"Orem, UTAH",1:12:16.3,11:39/M
367,10K,Division:M 50-54,"Provo, UTAH",57:20.5,9:15/M
368,10K,Division:M 25-29,"Taylorsville, UTAH",36:21.1,5:52/M
370,10K,Division:F 16-19,"Orem, UTAH",43:53.3,7:05/M
371,10K,Division:M 55-59,"American Fork, UTAH",1:03:37.6,10:16/M
372,10K,Division:M 13-15,"Lindon, UTAH",40:45.0,6:34/M
373,10K,Division:M 45-49,"Springville, UTAH",1:05:36.5,10:35/M
374,10K,Division:F 16-19,"Springville, UTAH",1:05:05.6,10:30/M
375,10K,Division:M 13-15,"Springville, UTAH",43:44.7,7:03/M
376,10K,Division:M 25-29,"Springville, UTAH",1:01:24.5,9:54/M
377,10K,Division:F 45-49,"Spanish Fork, UTAH",56:18.6,9:05/M
378,10K,Division:M 60-64,"Panguitch, UTAH",1:04:02.7,10:20/M
379,10K,Division:F 25-29,"Midvale, UTAH",1:03:28.9,10:14/M
380,10K,Division:F 25-29,"Provo, UTAH",58:13.0,9:23/M
381,10K,Division:M 20-24,"Provo, UTAH",38:02.1,6:08/M
382,10K,Division:M 16-19,"Provo, UTAH",45:08.4,7:17/M
383,10K,Division:F 13-15,"Provo, UTAH",1:10:42.7,11:24/M
384,10K,Division:M 50-54,"Spanish Fork, UTAH",1:16:55.0,12:24/M
385,10K,Division:F 16-19,"Spanish Fork, UTAH",48:44.4,7:52/M
386,10K,Division:F 20-24,"Spanish Fork, UTAH",1:16:56.9,12:25/M
387,10K,Division:M 50-54,"Provo, UTAH",43:04.0,6:57/M
388,10K,Division:F 40-44,"Madison, ALABAMA",1:06:35.9,10:45/M
389,10K,Division:M 40-44,"Madison, ALABAMA",1:06:36.8,10:45/M
390,10K,Division:F 30-34,"Saratoga Spgs, UTAH",1:10:41.2,11:24/M
391,10K,Division:F 40-44,"Spanish Fork, UTAH",1:06:03.9,10:39/M
392,10K,Division:M 16-19,"Provo, UTAH",48:37.4,7:51/M
395,10K,Division:F 35-39,"Heber City, UTAH",59:59.4,9:41/M
396,10K,Division:M 45-49,"Orem, UTAH",54:18.5,8:46/M
397,10K,Division:M 20-24,"Provo, UTAH",38:01.5,6:08/M
398,10K,Division:M 70-80,"Orem, UTAH",1:04:23.9,10:23/M
399,5K,Division:M 40-44,"Saratoga Spgs, UTAH",29:24.8,9:29/M
400,10K,Division:M 60-64,"Provo, UTAH",1:00:23.6,9:44/M
401,10K,Division:F 25-29,"Alpine, UTAH",1:12:00.4,11:37/M
402,10K,Division:F 30-34,"Lehi, UTAH",1:11:27.4,11:32/M
403,10K,Division:F 50-54,"Alpine, UTAH",1:04:02.5,10:20/M
404,10K,Division:M 35-39,"Lehi, UTAH",1:11:27.0,11:31/M
407,10K,Division:F 20-24,"Lehi, UTAH",1:12:27.0,11:41/M
408,10K,Division:M 13-15,"Pleasant Grove, UTAH",50:24.8,8:08/M
409,10K,Division:M 16-19,"Pleasant Grove, UTAH",53:30.9,8:38/M
410,10K,Division:M 30-34,"Lindon, UTAH",1:13:36.5,11:52/M
411,10K,Division:M 70-80,"Highland, UTAH",53:30.5,8:38/M
412,10K,Division:M 35-39,"Springville, UTAH",1:13:49.2,11:54/M
413,10K,Division:F 16-19,"American Fork, UTAH",1:05:19.7,10:32/M
414,10K,Division:F 16-19,"Provo, UTAH",47:48.7,7:43/M
416,10K,Division:M 45-49,"Orem, UTAH",59:16.6,9:34/M
417,10K,Division:F 45-49,"Orem, UTAH",1:10:12.4,11:19/M
418,10K,Division:F 30-34,"Lehi, UTAH",1:05:29.9,10:34/M
419,10K,Division:F 25-29,"Springville, UTAH",1:16:28.2,12:20/M
420,10K,Division:M 25-29,"Springville, UTAH",1:16:28.2,12:20/M
422,10K,Division:F 20-24,"Springville, UTAH",1:16:22.2,12:19/M
424,10K,Division:M 45-49,"Provo, UTAH",1:13:16.6,11:49/M
425,10K,Division:M 16-19,"Eagle Mountain, UTAH",35:31.0,5:44/M
426,10K,Division:F 55-59,"Lindon, UTAH",59:52.9,9:40/M
428,5K,Division:M 55-59,"Lindon, UTAH",31:21.6,10:07/M
429,10K,Division:M 25-29,"Provo, UTAH",48:56.6,7:54/M
430,10K,Division:M 25-29,"Orem, UTAH",54:51.9,8:51/M
431,10K,Division:F 20-24,"Eagle Mountain, UTAH",1:16:29.4,12:20/M
432,10K,Division:M 20-24,"Eagle Mountain, UTAH",1:16:30.7,12:20/M
433,10K,Division:M 30-34,"Spanish Fork, UTAH",46:24.4,7:29/M
436,10K,Division:F 25-29,"Provo, UTAH",1:00:27.5,9:45/M
437,5K,Division:F 25-29,"Saratoga Springs, UTAH",27:56.5,9:01/M
438,10K,Division:M 25-29,"Sandy, UTAH",52:04.1,8:24/M
439,10K,Division:F 25-29,"Sandy, UTAH",1:17:21.7,12:29/M
440,10K,Division:F 45-49,"Springville, UTAH",1:01:40.3,9:57/M
441,10K,Division:F 55-59,"Orem, UTAH",1:02:33.3,10:05/M
442,10K,Division:F 20-24,"Provo, UTAH",56:58.1,9:11/M
443,10K,Division:M 20-24,"Provo, UTAH",51:28.5,8:18/M
444,10K,Division:F 30-34,"Santaquin, UTAH",1:06:04.2,10:39/M
445,5K,Division:M 20-24,"Provo, UTAH",47:54.0,15:27/M
446,5K,Division:F 20-24,"Provo, UTAH",47:54.4,15:27/M
447,10K,Division:F 13-15,"Orem, UTAH",53:41.3,8:40/M
448,10K,Division:Top Fin,"Pontiac, MICHIGAN",38:35.4,6:13/M
449,10K,Division:M 35-39,"Pontiac, MICHIGAN",38:34.1,6:13/M
451,10K,Division:M 45-49,"Provo, UTAH",50:51.0,8:12/M
452,10K,Division:M 45-49,"Lehi, UTAH",45:32.7,7:21/M
453,10K,Division:M 25-29,"Orem, UTAH",58:49.7,9:29/M
454,10K,Division:F 25-29,"Provo, UTAH",1:16:00.4,12:16/M
455,10K,Division:M 30-34,"Provo, UTAH",1:15:59.3,12:15/M
456,10K,Division:M 45-49,"Eagle Mountain, UTAH",48:26.7,7:49/M
457,10K,Division:F 65-69,"Provo, UTAH",53:05.1,8:34/M
458,10K,Division:F 25-29,"Eagle Mountain, UTAH",1:12:03.2,11:37/M
459,10K,Division:F 55-59,"Lehi, UTAH",1:12:02.2,11:37/M
460,10K,Division:F 25-29,"Lehi, UTAH",1:12:02.8,11:37/M
461,10K,Division:F 30-34,"Sealy, TEXAS",1:07:59.6,10:58/M
462,10K,Division:F 50-54,"Provo, UTAH",48:30.8,7:49/M
463,10K,Division:F 16-19,"Provo, UTAH",59:50.2,9:39/M
464,10K,Division:F 25-29,"Provo, UTAH",42:13.4,6:49/M
465,10K,Division:M 35-39,"Provo, UTAH",44:58.9,7:15/M
466,10K,Division:F 45-49,"Draper, UTAH",40:54.1,6:36/M
467,10K,Division:F 35-39,"Provo, UTAH",49:21.9,7:58/M
468,10K,Division:F 20-24,"Springville, UTAH",1:07:42.2,10:55/M
469,10K,Division:F 30-34,"Saratoga Spgs, UTAH",1:24:46.5,13:40/M
470,10K,Division:F 40-44,"Saratoga Springs, UTAH",1:24:46.8,13:40/M
471,10K,Division:M 45-49,"Lehi, UTAH",59:54.6,9:40/M
472,10K,Division:M 50-54,"Flower Mound, TEXAS",1:00:39.4,9:47/M
473,10K,Division:M 30-34,"Draper, UTAH",43:50.9,7:04/M
474,10K,Division:M 25-29,"Provo, UTAH",58:46.3,9:29/M
475,10K,Division:M 50-54,"Provo, UTAH",51:10.2,8:15/M
476,10K,Division:M 30-34,"Orem, UTAH",51:00.0,8:14/M
477,10K,Division:F 30-34,"Spanish Fork, UTAH",58:10.0,9:23/M
479,10K,Division:M 55-59,"Springville, UTAH",49:02.8,7:55/M
480,10K,Division:F 35-39,"Heber City, UTAH",1:05:10.8,10:31/M
481,10K,Division:F 16-19,"Provo, UTAH",1:08:50.1,11:06/M
482,10K,Division:F 40-44,"Rexburg, IDAHO",52:07.4,8:24/M
483,10K,Division:M 55-59,"Orem, UTAH",52:34.8,8:29/M
484,10K,Division:M 40-44,"Springville, UTAH",42:42.8,6:53/M
485,10K,Division:F 35-39,"Pleasant Grove, UTAH",56:40.0,9:08/M
486,10K,Division:M 16-19,"Pleasant Grove, UTAH",54:13.9,8:45/M
487,10K,Division:M 13-15,"Pleasant Grove, UTAH",53:29.6,8:38/M
489,10K,Division:F 45-49,"Spanish Fork, UTAH",1:09:14.6,11:10/M
490,10K,Division:M 50-54,"Spanish Fork, UTAH",1:01:50.6,9:58/M
491,10K,Division:F 50-54,"Lehi, UTAH",52:07.3,8:24/M
492,10K,Division:F 40-44,"South Jordan, UTAH",55:31.1,8:57/M
493,10K,Division:M 40-44,"South Jordan, UTAH",42:58.7,6:56/M
494,10K,Division:F 16-19,"South Jordan, UTAH",48:09.8,7:46/M
495,10K,Division:F 13-15,"South Jordan, UTAH",47:14.0,7:37/M
496,10K,Division:M 13-15,"South Jordan, UTAH",55:15.2,8:55/M
497,10K,Division:M 10-12,"South Jordan, UTAH",45:56.4,7:25/M
500,10K,Division:F 50-54,"Salem, UTAH",1:03:00.9,10:10/M
501,10K,Division:M 55-59,"Salem, UTAH",1:03:23.5,10:13/M
502,10K,Division:M 40-44,"Provo, UTAH",1:12:10.7,11:39/M
503,10K,Division:F 25-29,"Vineyard, UTAH",57:30.3,9:17/M
505,5K,Division:F 40-44,"Provo, UTAH",37:17.1,12:02/M
506,10K,Division:F 20-24,"American Fork, UTAH",1:09:36.3,11:14/M
507,10K,Division:M 40-44,"Pleasant Grove, UTAH",39:17.5,6:20/M
508,10K,Division:F 40-44,"Pleasant Grove, UTAH",48:25.0,7:49/M
509,10K,Division:F 40-44,"Lehi, UTAH",47:48.0,7:43/M
510,10K,Division:F 35-39,"Eagle Mountain, UTAH",1:06:54.4,10:47/M
511,10K,Division:M 35-39,"Eagle Mountain, UTAH",50:21.8,8:07/M
512,10K,Division:F 30-34,"Eagle Mountain, UTAH",1:19:57.8,12:54/M
513,10K,Division:F 65-69,"Highland, UTAH",58:07.9,9:23/M
514,10K,Division:M 20-24,"Provo, UTAH",55:29.9,8:57/M
515,10K,Division:F 25-29,"American Fork, UTAH",53:49.9,8:41/M
516,10K,Division:M 35-39,"Provo, UTAH",41:38.3,6:43/M
518,10K,Division:M 25-29,"Bluffdale, UTAH",53:54.8,8:42/M
519,10K,Division:M 40-44,"Provo, UTAH",43:28.2,7:01/M
520,10K,Division:M 30-34,"Provo, UTAH",58:52.8,9:30/M
