race,state,gun_min,chip_min,pace_min,gender,age
5k,UT,30.216666666666665,29.75,9.6,F,17.0
5k,UT,37.11666666666667,36.06666666666667,11.633333333333333,M,54.5
5k,UT,29.283333333333335,28.483333333333334,9.183333333333334,F,24.5
5k,UT,23.116666666666667,23.0,7.416666666666667,M,44.5
5k,UT,32.483333333333334,31.95,10.3,M,5.0
5k,UT,32.083333333333336,31.566666666666666,10.183333333333334,F,34.5
5k,UT,25.1,25.05,8.083333333333334,F,12.0
5k,UT,35.45,35.15,11.333333333333334,F,54.5
5k,UT,30.45,30.233333333333334,9.75,F,64.5
5k,UT,24.6,24.533333333333335,7.916666666666667,M,44.5
5k,UT,36.11666666666667,34.78333333333333,11.216666666666667,M,64.5
5k,UT,24.233333333333334,24.15,7.783333333333333,F,24.5
5k,UT,17.55,17.5,5.65,M,24.5
5k,UT,30.383333333333333,29.533333333333335,9.533333333333333,F,24.5
5k,UT,35.5,34.65,11.183333333333334,M,24.5
5k,UT,43.916666666666664,43.733333333333334,14.1,F,34.5
5k,UT,43.916666666666664,43.733333333333334,14.1,F,54.5
5k,UT,31.016666666666666,30.683333333333334,9.9,M,24.5
5k,AZ,51.43333333333333,51.03333333333333,16.466666666666665,F,54.5
5k,UT,50.35,48.8,15.75,F,24.5
5k,UT,25.133333333333333,24.816666666666666,8.0,F,24.5
5k,UT,43.28333333333333,43.0,13.866666666666667,F,12.0
5k,UT,43.28333333333333,43.016666666666666,13.883333333333333,M,34.5
5k,UT,47.15,46.88333333333333,15.116666666666667,F,12.0
5k,UT,46.93333333333333,46.65,15.05,F,34.5
5k,UT,69.33333333333333,69.13333333333334,22.3,F,54.5
5k,UT,30.283333333333335,29.416666666666668,9.483333333333333,F,17.0
5k,UT,38.61666666666667,37.96666666666667,12.25,F,64.5
5k,UT,42.083333333333336,41.06666666666667,13.25,M,89.5
5k,UT,44.56666666666667,43.43333333333333,14.016666666666667,F,64.5
5k,UT,39.3,37.7,12.166666666666666,M,54.5
5k,UT,40.45,39.36666666666667,12.7,M,24.5
5k,UT,40.45,39.35,12.7,F,24.5
5k,UT,35.833333333333336,35.35,11.4,M,24.5
5k,AZ,35.3,34.86666666666667,11.25,F,17.0
5k,UT,51.21666666666667,49.15,15.85,F,24.5
5k,UT,51.233333333333334,49.166666666666664,15.866666666666667,M,24.5
5k,UT,46.85,45.4,14.65,F,17.0
5k,UT,26.716666666666665,25.266666666666666,8.15,M,54.5
5k,UT,56.31666666666667,55.8,18.0,M,24.5
5k,UT,48.86666666666667,48.4,15.616666666666667,F,34.5
5k,UT,50.65,48.43333333333333,15.616666666666667,F,24.5
5k,UT,50.666666666666664,48.416666666666664,15.616666666666667,M,24.5
5k,UT,51.36666666666667,50.45,16.266666666666666,F,44.5
5k,UT,43.93333333333333,43.416666666666664,14.0,F,34.5
5k,UT,28.483333333333334,27.716666666666665,8.933333333333334,F,24.5
5k,UT,30.016666666666666,29.25,9.433333333333334,F,24.5
5k,UT,37.43333333333333,36.78333333333333,11.866666666666667,F,24.5
5k,UT,42.983333333333334,41.583333333333336,13.416666666666666,F,24.5
5k,UT,36.766666666666666,35.05,11.3,F,17.0
5k,UT,28.316666666666666,28.183333333333334,9.083333333333334,F,24.5
5k,UT,26.416666666666668,26.083333333333332,8.416666666666666,F,34.5
5k,UT,41.916666666666664,40.28333333333333,13.0,M,24.5
5k,UT,61.93333333333333,59.95,19.333333333333332,M,54.5
5k,UT,63.5,61.21666666666667,19.75,F,54.5
5k,UT,26.566666666666666,25.383333333333333,8.183333333333334,M,24.5
5k,UT,26.55,25.083333333333332,8.083333333333334,M,17.0
5k,WA,23.1,22.966666666666665,7.416666666666667,M,24.5
5k,UT,54.86666666666667,54.46666666666667,17.566666666666666,F,44.5
5k,UT,54.86666666666667,54.46666666666667,17.566666666666666,M,44.5
5k,UT,35.18333333333333,34.03333333333333,10.983333333333333,F,34.5
5k,UT,54.88333333333333,54.46666666666667,17.566666666666666,M,12.0
5k,UT,61.95,59.95,19.333333333333332,F,54.5
5k,UT,45.61666666666667,44.21666666666667,14.266666666666667,F,34.5
5k,UT,37.9,36.43333333333333,11.75,F,24.5
5k,UT,37.28333333333333,36.733333333333334,11.85,M,24.5
5k,UT,43.516666666666666,41.6,13.416666666666666,M,34.5
5k,UT,50.083333333333336,48.166666666666664,15.533333333333333,F,34.5
5k,UT,18.933333333333334,18.9,6.1,M,24.5
5k,UT,32.68333333333333,31.7,10.233333333333333,F,24.5
5k,UT,37.45,36.53333333333333,11.783333333333333,M,24.5
5k,UT,38.7,37.8,12.2,F,24.5
5k,UT,53.0,50.96666666666667,16.433333333333334,M,34.5
5k,UT,53.0,50.96666666666667,16.433333333333334,F,34.5
5k,UT,33.95,33.4,10.766666666666667,M,5.0
5k,UT,30.266666666666666,29.933333333333334,9.65,F,24.5
5k,ID,39.36666666666667,39.15,12.633333333333333,M,24.5
5k,UT,55.43333333333333,55.21666666666667,17.816666666666666,F,24.5
5k,UT,32.71666666666667,32.56666666666667,10.5,M,34.5
5k,UT,37.6,37.45,12.083333333333334,F,24.5
5k,UT,35.03333333333333,34.483333333333334,11.116666666666667,M,44.5
5k,UT,47.233333333333334,45.766666666666666,14.766666666666667,F,34.5
5k,UT,47.21666666666667,45.766666666666666,14.766666666666667,M,34.5
5k,UT,38.03333333333333,37.56666666666667,12.116666666666667,F,54.5
5k,UT,36.083333333333336,35.21666666666667,11.366666666666667,F,17.0
5k,ID,81.6,79.48333333333333,25.633333333333333,M,5.0
5k,UT,27.616666666666667,27.5,8.866666666666667,M,34.5
5k,UT,34.833333333333336,33.5,10.8,M,24.5
5k,UT,30.583333333333332,30.166666666666668,9.733333333333333,F,24.5
5k,UT,30.55,29.716666666666665,9.583333333333334,F,24.5
5k,UT,59.15,57.35,18.5,F,34.5
5k,UT,59.03333333333333,57.21666666666667,18.45,M,12.0
5k,UT,29.816666666666666,28.15,9.083333333333334,M,24.5
5k,UT,62.7,61.03333333333333,19.683333333333334,F,24.5
5k,UT,29.95,29.5,9.516666666666667,M,24.5
5k,UT,29.483333333333334,29.05,9.366666666666667,F,24.5
5k,UT,23.966666666666665,23.816666666666666,7.683333333333334,M,12.0
5k,UT,26.466666666666665,25.8,8.316666666666666,F,24.5
5k,UT,50.78333333333333,50.016666666666666,16.133333333333333,F,54.5
5k,UT,45.516666666666666,44.766666666666666,14.433333333333334,F,24.5
5k,UT,26.083333333333332,25.416666666666668,8.2,M,24.5
5k,UT,45.516666666666666,44.766666666666666,14.433333333333334,M,24.5
5k,UT,50.916666666666664,50.13333333333333,16.166666666666668,M,54.5
5k,UT,36.63333333333333,36.35,11.733333333333333,F,24.5
5k,UT,29.5,29.083333333333332,9.383333333333333,M,24.5
5k,UT,30.0,27.933333333333334,9.016666666666667,M,34.5
5k,UT,53.71666666666667,51.53333333333333,16.616666666666667,F,24.5
5k,UT,27.033333333333335,26.816666666666666,8.65,F,24.5
5k,UT,34.4,33.96666666666667,10.95,F,24.5
5k,UT,24.85,24.316666666666666,7.85,M,12.0
5k,UT,46.666666666666664,46.05,14.85,F,34.5
5k,UT,25.116666666666667,24.566666666666666,7.916666666666667,M,24.5
5k,UT,28.25,28.066666666666666,9.05,F,17.0
5k,UT,20.933333333333334,20.783333333333335,6.7,M,24.5
5k,UT,40.666666666666664,39.9,12.866666666666667,F,17.0
5k,UT,40.93333333333333,40.35,13.016666666666667,F,24.5
5k,UT,61.016666666666666,59.46666666666667,19.183333333333334,F,34.5
5k,UT,58.516666666666666,57.11666666666667,18.416666666666668,F,54.5
5k,UT,28.75,27.7,8.933333333333334,F,24.5
5k,UT,21.233333333333334,21.183333333333334,6.833333333333333,M,24.5
5k,UT,41.68333333333333,40.766666666666666,13.15,M,24.5
5k,UT,38.21666666666667,38.21666666666667,12.333333333333334,M,34.5
5k,UT,34.833333333333336,33.5,10.8,F,24.5
5k,UT,26.566666666666666,26.183333333333334,8.45,F,24.5
5k,UT,31.25,31.0,10.0,F,17.0
5k,UT,69.25,67.3,21.716666666666665,F,24.5
5k,UT,35.516666666666666,34.416666666666664,11.1,F,54.5
5k,UT,52.583333333333336,51.36666666666667,16.566666666666666,M,44.5
5k,UT,43.25,42.083333333333336,13.583333333333334,F,44.5
5k,UT,57.31666666666667,55.45,17.883333333333333,F,34.5
5k,UT,57.333333333333336,55.516666666666666,17.916666666666668,M,12.0
5k,UT,47.2,45.38333333333333,14.633333333333333,M,34.5
5k,UT,36.9,35.05,11.3,M,17.0
5k,UT,47.2,45.36666666666667,14.633333333333333,F,12.0
5k,UT,57.31666666666667,55.45,17.883333333333333,F,5.0
5k,UT,30.083333333333332,28.55,9.216666666666667,M,34.5
5k,UT,38.56666666666667,37.9,12.233333333333333,F,44.5
5k,UT,39.95,39.28333333333333,12.666666666666666,M,44.5
5k,UT,47.15,45.7,14.75,F,44.5
5k,NV,29.266666666666666,29.083333333333332,9.383333333333333,F,24.5
5k,UT,25.9,25.433333333333334,8.2,M,44.5
5k,UT,53.1,51.28333333333333,16.55,F,24.5
5k,UT,29.3,28.85,9.3,F,24.5
5k,UT,41.71666666666667,40.4,13.033333333333333,M,54.5
5k,UT,27.083333333333332,26.75,8.633333333333333,F,24.5
5k,UT,62.733333333333334,61.68333333333333,19.9,F,34.5
5k,UT,57.45,56.06666666666667,18.083333333333332,M,24.5
5k,UT,58.03333333333333,56.93333333333333,18.366666666666667,F,34.5
5k,UT,35.666666666666664,34.95,11.266666666666667,M,64.5
5k,UT,41.916666666666664,41.38333333333333,13.35,F,54.5
5k,UT,35.666666666666664,34.93333333333333,11.266666666666667,M,34.5
5k,UT,33.88333333333333,33.15,10.7,M,24.5
5k,UT,57.85,55.85,18.016666666666666,F,34.5
5k,UT,43.93333333333333,43.43333333333333,14.016666666666667,M,24.5
5k,UT,35.916666666666664,35.4,11.416666666666666,M,24.5
5k,UT,23.933333333333334,23.733333333333334,7.65,M,34.5
5k,UT,30.666666666666668,30.466666666666665,9.833333333333334,F,34.5
5k,UT,36.61666666666667,36.416666666666664,11.75,F,24.5
5k,UT,29.85,28.666666666666668,9.25,M,54.5
5k,UT,25.716666666666665,25.516666666666666,8.233333333333333,F,24.5
5k,UT,34.68333333333333,33.016666666666666,10.65,F,24.5
5k,UT,25.05,24.033333333333335,7.75,M,24.5
5k,UT,27.383333333333333,27.066666666666666,8.733333333333333,M,24.5
5k,UT,51.71666666666667,49.88333333333333,16.083333333333332,F,44.5
5k,UT,54.38333333333333,52.56666666666667,16.95,M,44.5
5k,UT,54.31666666666667,52.46666666666667,16.916666666666668,M,24.5
5k,UT,52.2,50.36666666666667,16.25,F,17.0
5k,UT,50.46666666666667,48.6,15.683333333333334,F,17.0
5k,UT,52.15,50.28333333333333,16.216666666666665,F,12.0
5k,UT,52.2,50.81666666666667,16.4,F,12.0
5k,AZ,36.583333333333336,36.18333333333333,11.666666666666666,F,24.5
5k,UT,31.25,30.916666666666668,9.966666666666667,F,17.0
5k,UT,34.7,33.833333333333336,10.916666666666666,M,17.0
5k,UT,32.9,31.683333333333334,10.216666666666667,F,24.5
5k,UT,41.7,40.266666666666666,12.983333333333333,M,54.5
5k,UT,59.166666666666664,59.166666666666664,19.083333333333332,F,24.5
5k,UT,29.533333333333335,28.816666666666666,9.3,M,17.0
5k,UT,31.866666666666667,30.933333333333334,9.983333333333333,F,17.0
5k,UT,23.35,22.65,7.3,M,17.0
5k,UT,22.833333333333332,22.466666666666665,7.25,M,24.5
5k,UT,25.683333333333334,25.033333333333335,8.083333333333334,M,17.0
5k,UT,43.083333333333336,42.45,13.7,F,24.5
5k,UT,21.966666666666665,21.866666666666667,7.05,M,24.5
5k,UT,59.15,59.15,19.083333333333332,M,24.5
5k,UT,32.06666666666667,32.0,10.316666666666666,M,24.5
5k,UT,29.583333333333332,29.25,9.433333333333334,M,24.5
5k,UT,33.333333333333336,32.71666666666667,10.55,M,44.5
5k,UT,51.25,50.833333333333336,16.4,F,24.5
5k,UT,49.833333333333336,49.1,15.833333333333334,M,44.5
5k,UT,39.88333333333333,39.1,12.616666666666667,F,44.5
5k,UT,28.283333333333335,27.55,8.883333333333333,M,12.0
5k,UT,34.766666666666666,34.03333333333333,10.983333333333333,F,17.0
5k,UT,39.9,39.166666666666664,12.633333333333333,F,12.0
5k,UT,32.9,31.683333333333334,10.216666666666667,M,24.5
5k,UT,28.683333333333334,27.616666666666667,8.916666666666666,F,44.5
5k,UT,25.05,24.033333333333335,7.75,F,24.5
5k,UT,30.7,30.066666666666666,9.7,F,34.5
5k,UT,28.9,28.516666666666666,9.2,F,24.5
5k,UT,30.383333333333333,29.533333333333335,9.533333333333333,F,24.5
5k,NV,28.45,28.066666666666666,9.05,F,34.5
5k,UT,40.31666666666667,40.016666666666666,12.916666666666666,M,64.5
5k,UT,35.96666666666667,35.5,11.45,F,44.5
5k,UT,35.916666666666664,35.46666666666667,11.433333333333334,M,54.5
5k,UT,34.68333333333333,33.016666666666666,10.65,M,24.5
5k,UT,31.9,30.95,9.983333333333333,F,24.5
5k,UT,45.71666666666667,44.75,14.433333333333334,M,17.0
5k,UT,25.516666666666666,25.2,8.133333333333333,M,24.5
5k,UT,26.5,26.166666666666668,8.433333333333334,M,24.5
5k,UT,30.55,30.4,9.8,F,17.0
5k,UT,21.483333333333334,21.433333333333334,6.916666666666667,M,17.0
5k,UT,23.6,23.3,7.516666666666667,M,24.5
5k,UT,43.583333333333336,42.53333333333333,13.716666666666667,F,34.5
5k,UT,43.31666666666667,42.25,13.633333333333333,F,12.0
5k,UT,18.4,18.366666666666667,5.916666666666667,M,54.5
5k,UT,24.433333333333334,23.816666666666666,7.683333333333334,M,24.5
5k,UT,29.383333333333333,28.816666666666666,9.3,M,34.5
5k,UT,40.93333333333333,40.35,13.016666666666667,F,34.5
5k,UT,25.1,24.416666666666668,7.883333333333334,M,17.0
5k,UT,34.833333333333336,33.95,10.95,M,17.0
5k,UT,32.9,31.683333333333334,10.216666666666667,F,24.5
5k,UT,51.45,50.233333333333334,16.2,F,34.5
5k,UT,29.5,29.083333333333332,9.383333333333333,M,24.5
5k,UT,26.6,25.416666666666668,8.2,M,24.5
5k,UT,46.43333333333333,44.88333333333333,14.483333333333333,F,24.5
5k,UT,40.266666666666666,38.68333333333333,12.483333333333333,M,34.5
5k,UT,40.266666666666666,38.71666666666667,12.483333333333333,F,24.5
5k,UT,38.86666666666667,37.56666666666667,12.116666666666667,F,64.5
5k,UT,34.45,34.45,11.116666666666667,F,54.5
5k,UT,34.31666666666667,32.43333333333333,10.466666666666667,F,34.5
5k,UT,34.3,32.416666666666664,10.45,M,34.5
5k,UT,34.3,32.416666666666664,10.45,F,5.0
5k,UT,31.6,31.1,10.033333333333333,M,24.5
5k,UT,31.633333333333333,31.116666666666667,10.033333333333333,F,24.5
5k,UT,54.15,52.416666666666664,16.916666666666668,F,54.5
5k,UT,64.05,61.8,19.933333333333334,F,34.5
5k,UT,30.966666666666665,30.05,9.7,M,34.5
5k,UT,54.6,52.916666666666664,17.066666666666666,F,64.5
5k,UT,42.7,41.0,13.233333333333333,F,24.5
5k,UT,42.71666666666667,41.016666666666666,13.233333333333333,M,24.5
5k,UT,39.46666666666667,37.733333333333334,12.166666666666666,F,24.5
5k,UT,25.766666666666666,24.083333333333332,7.766666666666667,M,34.5
5k,UT,31.6,31.116666666666667,10.033333333333333,M,24.5
5k,UT,25.266666666666666,25.15,8.116666666666667,M,17.0
5k,UT,24.316666666666666,24.233333333333334,7.816666666666666,M,17.0
5k,UT,25.85,25.75,8.3,M,44.5
5k,UT,27.833333333333332,27.766666666666666,8.95,M,12.0
5k,UT,21.133333333333333,20.133333333333333,6.5,M,24.5
5k,UT,30.25,29.266666666666666,9.433333333333334,F,24.5
5k,UT,24.2,23.383333333333333,7.55,M,24.5
5k,UT,38.11666666666667,37.43333333333333,12.083333333333334,F,24.5
5k,UT,38.083333333333336,37.4,12.066666666666666,M,24.5
5k,UT,31.983333333333334,30.783333333333335,9.933333333333334,F,17.0
5k,OR,21.7,21.333333333333332,6.883333333333334,M,24.5
5k,UT,58.7,57.28333333333333,18.483333333333334,M,0.0
5k,UT,28.316666666666666,28.216666666666665,9.1,F,24.5
5k,UT,38.7,37.8,12.2,M,24.5
5k,UT,37.416666666666664,36.53333333333333,11.783333333333333,F,34.5
5k,UT,18.183333333333334,18.15,5.85,M,24.5
5k,UT,20.033333333333335,20.0,6.45,M,24.5
5k,UT,25.266666666666666,25.116666666666667,8.1,M,44.5
5k,UT,25.016666666666666,24.833333333333332,8.016666666666667,M,54.5
5k,UT,22.9,22.533333333333335,7.266666666666667,M,24.5
5k,UT,31.916666666666668,30.7,9.9,M,17.0
5k,UT,29.5,29.066666666666666,9.383333333333333,M,24.5
5k,UT,18.9,18.866666666666667,6.083333333333333,M,24.5
5k,UT,23.866666666666667,23.75,7.666666666666667,M,17.0
5k,UT,35.483333333333334,34.03333333333333,10.983333333333333,M,24.5
5k,UT,33.016666666666666,31.283333333333335,10.083333333333334,F,24.5
5k,UT,64.05,61.8,19.933333333333334,F,74.5
5k,UT,50.916666666666664,50.666666666666664,16.35,F,54.5
5k,UT,51.233333333333334,49.233333333333334,15.883333333333333,M,24.5
5k,UT,51.583333333333336,49.583333333333336,16.0,F,24.5
5k,UT,39.18333333333333,38.43333333333333,12.4,F,54.5
5k,UT,23.316666666666666,23.2,7.483333333333333,M,17.0
5k,UT,23.216666666666665,23.1,7.45,M,24.5
5k,UT,28.6,28.55,9.216666666666667,M,24.5
5k,UT,32.06666666666667,32.016666666666666,10.333333333333334,M,24.5
5k,UT,44.53333333333333,43.88333333333333,14.15,F,24.5
5k,UT,23.683333333333334,23.5,7.583333333333333,M,24.5
5k,UT,30.933333333333334,30.6,9.866666666666667,M,44.5
5k,UT,22.483333333333334,22.316666666666666,7.2,F,17.0
5k,UT,30.933333333333334,30.6,9.866666666666667,F,12.0
5k,UT,28.516666666666666,28.2,9.1,F,12.0
5k,UT,23.1,23.05,7.433333333333334,M,24.5
5k,UT,26.933333333333334,26.816666666666666,8.65,M,24.5
5k,UT,60.916666666666664,59.95,19.333333333333332,F,12.0
5k,UT,61.083333333333336,60.15,19.4,F,12.0
5k,UT,61.266666666666666,60.3,19.45,F,12.0
5k,UT,60.96666666666667,59.95,19.333333333333332,F,17.0
5k,UT,62.083333333333336,61.06666666666667,19.7,F,17.0
5k,UT,60.983333333333334,60.016666666666666,19.366666666666667,F,17.0
5k,UT,26.966666666666665,26.6,8.583333333333334,F,24.5
5k,UT,62.083333333333336,61.05,19.7,F,24.5
5k,UT,30.15,30.1,9.716666666666667,M,17.0
5k,UT,60.333333333333336,60.25,19.433333333333334,M,17.0
5k,UT,62.8,62.7,20.233333333333334,M,17.0
5k,UT,62.78333333333333,62.71666666666667,20.233333333333334,M,24.5
5k,UT,32.083333333333336,31.9,10.283333333333333,F,44.5
5k,UT,35.81666666666667,34.53333333333333,11.133333333333333,F,24.5
5k,UT,35.81666666666667,34.516666666666666,11.133333333333333,M,24.5
5k,UT,27.433333333333334,27.133333333333333,8.75,F,24.5
5k,NV,48.4,47.016666666666666,15.166666666666666,M,64.5
5k,UT,27.433333333333334,27.116666666666667,8.75,F,24.5
5k,UT,44.68333333333333,42.983333333333334,13.866666666666667,F,44.5
5k,UT,38.333333333333336,37.03333333333333,11.95,F,17.0
5k,UT,30.5,29.15,9.4,F,12.0
5k,UT,30.583333333333332,29.25,9.433333333333334,F,12.0
5k,UT,43.35,42.03333333333333,13.566666666666666,F,24.5
5k,UT,44.583333333333336,42.93333333333333,13.85,F,34.5
5k,UT,61.06666666666667,60.1,19.383333333333333,M,24.5
5k,UT,36.11666666666667,35.45,11.433333333333334,F,44.5
5k,UT,40.516666666666666,39.15,12.633333333333333,F,24.5
5k,UT,24.95,24.9,8.033333333333333,M,17.0
5k,NV,28.766666666666666,28.016666666666666,9.033333333333333,F,17.0
5k,UT,31.3,31.233333333333334,10.083333333333334,M,24.5
5k,UT,44.5,42.8,13.8,M,44.5
5k,UT,24.883333333333333,24.833333333333332,8.016666666666667,M,17.0
5k,UT,29.083333333333332,28.033333333333335,9.05,M,44.5
10k,UT,73.96666666666667,73.75,11.9,F,44.5
5k,WY,32.516666666666666,31.25,10.083333333333334,F,17.0
5k,UT,26.933333333333334,26.633333333333333,8.583333333333334,F,24.5
10k,UT,61.766666666666666,61.516666666666666,9.916666666666666,M,24.5
10k,UT,75.81666666666666,75.41666666666667,12.166666666666666,F,24.5
10k,UT,66.35,65.93333333333334,10.633333333333333,F,17.0
10k,OK,58.55,58.31666666666667,9.4,M,44.5
10k,UT,59.03333333333333,58.68333333333333,9.466666666666667,F,34.5
10k,UT,42.2,42.15,6.8,F,17.0
10k,UT,38.96666666666667,38.833333333333336,6.266666666666667,M,34.5
10k,UT,44.18333333333333,44.016666666666666,7.1,M,17.0
10k,UT,60.8,60.583333333333336,9.766666666666667,F,24.5
10k,UT,67.4,67.1,10.816666666666666,M,24.5
10k,UT,42.233333333333334,42.2,6.8,M,24.5
10k,UT,36.68333333333333,36.63333333333333,5.916666666666667,F,24.5
10k,UT,71.36666666666666,71.06666666666666,11.466666666666667,M,54.5
10k,UT,61.233333333333334,60.983333333333334,9.833333333333334,F,24.5
10k,UT,68.05,67.88333333333334,10.95,F,24.5
10k,UT,62.9,62.516666666666666,10.083333333333334,F,24.5
10k,UT,58.2,57.95,9.35,F,17.0
10k,UT,63.583333333333336,63.333333333333336,10.216666666666667,F,34.5
10k,UT,39.46666666666667,39.4,6.35,M,24.5
10k,UT,67.08333333333333,66.8,10.766666666666667,F,24.5
10k,UT,42.983333333333334,42.5,6.85,M,34.5
10k,UT,60.43333333333333,60.25,9.716666666666667,F,24.5
10k,UT,47.6,47.483333333333334,7.666666666666667,F,24.5
10k,UT,52.21666666666667,51.9,8.366666666666667,M,64.5
10k,UT,53.28333333333333,52.983333333333334,8.55,M,34.5
10k,UT,61.833333333333336,61.55,9.933333333333334,F,34.5
10k,UT,55.61666666666667,55.3,8.916666666666666,F,24.5
10k,UT,50.85,50.733333333333334,8.183333333333334,M,24.5
10k,UT,50.25,50.13333333333333,8.083333333333334,F,24.5
10k,UT,51.833333333333336,51.55,8.316666666666666,F,24.5
10k,UT,57.53333333333333,57.3,9.25,F,44.5
10k,ID,60.03333333333333,59.81666666666667,9.65,F,17.0
10k,UT,57.55,57.31666666666667,9.25,M,44.5
10k,UT,60.016666666666666,59.68333333333333,9.633333333333333,F,24.5
10k,UT,69.93333333333334,69.71666666666667,11.25,M,24.5
10k,UT,58.166666666666664,58.1,9.366666666666667,M,34.5
10k,UT,59.35,59.016666666666666,9.516666666666667,F,24.5
10k,UT,69.26666666666667,69.18333333333334,11.166666666666666,F,34.5
10k,UT,58.36666666666667,58.25,9.4,F,24.5
10k,UT,59.333333333333336,59.016666666666666,9.516666666666667,F,44.5
10k,UT,52.083333333333336,52.05,8.4,M,24.5
10k,UT,62.38333333333333,62.11666666666667,10.016666666666667,M,24.5
10k,UT,49.21666666666667,48.85,7.883333333333334,M,24.5
10k,UT,52.1,52.016666666666666,8.383333333333333,F,24.5
10k,UT,46.81666666666667,46.8,7.55,M,34.5
10k,UT,50.35,50.31666666666667,8.116666666666667,F,24.5
10k,UT,47.46666666666667,47.416666666666664,7.65,F,24.5
10k,UT,47.86666666666667,47.78333333333333,7.7,M,24.5
10k,UT,80.5,80.23333333333333,12.933333333333334,F,24.5
10k,UT,49.266666666666666,48.93333333333333,7.9,F,24.5
10k,UT,48.68333333333333,48.55,7.833333333333333,M,24.5
10k,UT,48.2,48.06666666666667,7.75,F,24.5
10k,UT,54.05,53.916666666666664,8.7,F,24.5
10k,UT,59.7,59.35,9.566666666666666,F,24.5
10k,UT,47.46666666666667,47.4,7.65,M,24.5
10k,UT,51.45,51.11666666666667,8.25,F,24.5
5k,UT,33.15,32.983333333333334,10.633333333333333,F,44.5
10k,UT,53.56666666666667,53.516666666666666,8.633333333333333,F,17.0
10k,UT,68.43333333333334,68.23333333333333,11.0,F,24.5
10k,UT,47.483333333333334,47.06666666666667,7.583333333333333,M,24.5
10k,UT,54.56666666666667,54.3,8.75,F,24.5
10k,UT,54.55,54.25,8.75,M,24.5
10k,UT,47.583333333333336,47.28333333333333,7.633333333333334,M,24.5
10k,UT,48.016666666666666,47.983333333333334,7.733333333333333,M,24.5
10k,UT,34.56666666666667,34.53333333333333,5.566666666666666,M,24.5
10k,UT,67.11666666666666,66.75,10.766666666666667,F,34.5
10k,UT,67.06666666666666,66.7,10.75,F,34.5
10k,UT,40.083333333333336,40.05,6.466666666666667,M,24.5
10k,UT,41.983333333333334,41.78333333333333,6.733333333333333,M,34.5
10k,UT,60.833333333333336,60.61666666666667,9.783333333333333,F,24.5
10k,UT,57.483333333333334,57.28333333333333,9.233333333333333,F,24.5
10k,NH,58.61666666666667,58.38333333333333,9.416666666666666,F,17.0
10k,NH,37.61666666666667,37.55,6.05,M,24.5
10k,UT,53.75,53.38333333333333,8.616666666666667,F,34.5
10k,UT,54.38333333333333,54.11666666666667,8.733333333333333,F,24.5
10k,UT,53.75,53.4,8.616666666666667,M,44.5
10k,UT,57.38333333333333,56.86666666666667,9.166666666666666,M,74.5
10k,GA,61.016666666666666,60.63333333333333,9.783333333333333,F,24.5
10k,UT,49.2,48.81666666666667,7.866666666666666,M,24.5
5k,UT,28.533333333333335,28.133333333333333,9.083333333333334,M,24.5
10k,UT,50.68333333333333,50.6,8.166666666666666,F,34.5
10k,UT,81.2,80.81666666666666,13.033333333333333,F,54.5
10k,UT,43.96666666666667,43.88333333333333,7.083333333333333,F,17.0
10k,UT,62.233333333333334,62.05,10.0,M,24.5
10k,UT,62.233333333333334,62.06666666666667,10.016666666666667,F,24.5
10k,UT,70.05,69.83333333333333,11.266666666666667,F,24.5
10k,UT,58.166666666666664,58.0,9.35,F,24.5
10k,UT,52.266666666666666,52.11666666666667,8.4,F,24.5
10k,UT,44.583333333333336,44.516666666666666,7.183333333333334,M,24.5
10k,UT,50.45,50.4,8.133333333333333,F,24.5
10k,UT,53.55,53.46666666666667,8.616666666666667,F,34.5
10k,UT,58.28333333333333,58.03333333333333,9.366666666666667,F,24.5
10k,UT,65.15,64.91666666666667,10.466666666666667,F,17.0
10k,UT,57.35,56.983333333333334,9.183333333333334,F,24.5
10k,UT,54.6,54.416666666666664,8.783333333333333,F,24.5
10k,KY,57.65,57.55,9.283333333333333,F,17.0
10k,UT,46.0,45.78333333333333,7.383333333333334,M,24.5
10k,UT,54.016666666666666,53.8,8.683333333333334,F,24.5
10k,UT,48.85,48.733333333333334,7.866666666666666,F,44.5
10k,UT,57.25,56.81666666666667,9.166666666666666,F,24.5
10k,UT,57.25,56.833333333333336,9.166666666666666,F,24.5
10k,UT,40.21666666666667,40.1,6.466666666666667,M,24.5
10k,UT,62.266666666666666,62.15,10.016666666666667,F,24.5
10k,UT,54.61666666666667,54.25,8.75,F,24.5
10k,WA,49.25,49.06666666666667,7.916666666666667,F,24.5
10k,UT,66.85,66.65,10.75,F,24.5
10k,UT,48.333333333333336,48.03333333333333,7.75,F,24.5
10k,UT,41.233333333333334,41.166666666666664,6.633333333333334,M,24.5
10k,UT,44.88333333333333,44.81666666666667,7.233333333333333,M,24.5
10k,UT,43.083333333333336,43.016666666666666,6.933333333333334,F,17.0
10k,UT,73.35,73.35,11.833333333333334,F,24.5
10k,UT,64.45,64.33333333333333,10.383333333333333,F,24.5
10k,UT,61.68333333333333,61.46666666666667,9.916666666666666,F,24.5
10k,UT,61.7,61.483333333333334,9.916666666666666,M,24.5
10k,UT,48.35,47.9,7.733333333333333,F,17.0
10k,UT,80.26666666666667,80.08333333333333,12.916666666666666,F,24.5
10k,UT,53.46666666666667,53.3,8.6,F,24.5
